index,API name,API method name,utterance,parameters,REQUIRED PARAMETERS,VALUES,FORMAT,ID,TECHNICAL,INTER-DEPENDENCY,SEMANTIC RELEVANT
9,Foreca Weather,Daily,I need the daily weather details for New York City with temperatures in Fahrenheit.,"{'location': 'New York City', 'tempunit': 'F'}",,,,,,,
9,Foreca Weather,Daily,"What’s the wind speed in Berlin for the next 12 days, measured in kilometers per hour?","{'location': 'Berlin', 'windunit': 'KMH', 'periods': 12}",,,,,,,
9,Foreca Weather,Daily,Show me the weather forecast for Tokyo at an altitude of 500 meters.,"{'location': 'Tokyo', 'alt': 500}",,,,,,,
9,Foreca Weather,Daily,Could you provide the full weather dataset for Sydney for the next 10 days?,"{'location': 'Sydney', 'dataset': 'full', 'periods': 10}",,,,,,,
9,Foreca Weather,Daily,I’m planning a trip to London; can you give me the daily weather forecast with wind speeds in miles per hour?,"{'location': 'London', 'windunit': 'MPH'}",,,,,,,
9,Foreca Weather,Daily,"What’s the weather like in Dubai for the next week, with temperatures in Celsius?","{'location': 'Dubai', 'tempunit': 'C', 'periods': 7}",,,,,,,
9,Foreca Weather,Daily,Get me the weather forecast for Rome at sea level for the next 5 days.,"{'location': 'Rome', 'alt': 0, 'periods': 5}",,,,,,,
9,Foreca Weather,Daily,"Can you check the weather in Mumbai for the next 6 days, including wind speed in meters per second?","{'location': 'Mumbai', 'windunit': 'MS', 'periods': 6}",,,,,,,
9,Foreca Weather,Daily,"I need the full weather details for Los Angeles for the next 9 days, with temperatures in Fahrenheit.","{'location': 'Los Angeles', 'tempunit': 'F', 'dataset': 'full', 'periods': 9}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Can you send a WhatsApp message to 919876543210 with the text 'Your order #12345 has been shipped and will arrive by Friday'?,"{'your_number': 919876543210, 'your_message': 'Your order #12345 has been shipped and will arrive by Friday', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Please notify 919876543210 that their appointment with Dr. Smith is confirmed for 10 AM tomorrow.,"{'your_number': 919876543210, 'your_message': 'Your appointment with Dr. Smith is confirmed for 10 AM tomorrow', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a WhatsApp message to 919876543210 reminding them to pay their electricity bill by the 15th of this month.,"{'your_number': 919876543210, 'your_message': 'Reminder: Please pay your electricity bill by the 15th of this month', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Could you inform 919876543210 that their gym membership renewal is due next week?,"{'your_number': 919876543210, 'your_message': 'Your gym membership renewal is due next week', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Let 919876543210 know that their flight to New York is scheduled for 8 AM on the 20th.,"{'your_number': 919876543210, 'your_message': 'Your flight to New York is scheduled for 8 AM on the 20th', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a message to 919876543210 with the OTP 6789 for their account verification.,"{'your_number': 919876543210, 'your_message': 'Your OTP for account verification is 6789', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Notify 919876543210 that their car service appointment is set for 9 AM this Saturday.,"{'your_number': 919876543210, 'your_message': 'Your car service appointment is set for 9 AM this Saturday', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Can you remind 919876543210 to submit their project report by the end of today?,"{'your_number': 919876543210, 'your_message': 'Reminder: Please submit your project report by the end of today', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Inform 919876543210 that their online course starts at 2 PM tomorrow.,"{'your_number': 919876543210, 'your_message': 'Your online course starts at 2 PM tomorrow', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a WhatsApp message to 919876543210 with the details of their upcoming meeting at 3 PM in Conference Room B.,"{'your_number': 919876543210, 'your_message': 'Your upcoming meeting is at 3 PM in Conference Room B', 'id': 45}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Can you check if the Hilton in Dubai has rooms available for 2 adults and a 5-year-old child from October 10th to October 15th?,"{'adults_number': 2, 'checkin_date': '2023-10-10', 'checkout_date': '2023-10-15', 'children_ages': '5', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Find out if the Marriott in Abu Dhabi has any rooms for 3 adults and two children aged 3 and 7 for November 20th to November 25th.,"{'adults_number': 3, 'checkin_date': '2023-11-20', 'checkout_date': '2023-11-25', 'children_ages': '3,7', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),I need to see the available rooms at the Ritz-Carlton in Dubai for 1 adult and a baby under 1 year old from December 5th to December 10th.,"{'adults_number': 1, 'checkin_date': '2023-12-05', 'checkout_date': '2023-12-10', 'children_ages': '0', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Check the room availability at the Four Seasons in Abu Dhabi for 4 adults and a 2-year-old child from January 15th to January 20th.,"{'adults_number': 4, 'checkin_date': '2023-01-15', 'checkout_date': '2023-01-20', 'children_ages': '2', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Can you find out if the Burj Al Arab has rooms for 2 adults and three children aged 6, 8, and 10 from February 1st to February 5th?","{'adults_number': 2, 'checkin_date': '2023-02-01', 'checkout_date': '2023-02-05', 'children_ages': '6,8,10', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),I’m looking for room options at the Atlantis in Dubai for 1 adult and a 4-year-old child from March 10th to March 15th.,"{'adults_number': 1, 'checkin_date': '2023-03-10', 'checkout_date': '2023-03-15', 'children_ages': '4', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),See if the Jumeirah Beach Hotel has any rooms for 2 adults and a 1-year-old child from April 20th to April 25th.,"{'adults_number': 2, 'checkin_date': '2023-04-20', 'checkout_date': '2023-04-25', 'children_ages': '1', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Find out if the Shangri-La in Dubai has rooms for 3 adults and two children aged 9 and 12 from May 5th to May 10th.,"{'adults_number': 3, 'checkin_date': '2023-05-05', 'checkout_date': '2023-05-10', 'children_ages': '9,12', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Check the availability at the Fairmont in Abu Dhabi for 2 adults and a 3-year-old child from June 15th to June 20th.,"{'adults_number': 2, 'checkin_date': '2023-06-15', 'checkout_date': '2023-06-20', 'children_ages': '3', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Can you see if the Waldorf Astoria in Dubai has rooms for 1 adult and a 6-year-old child from July 1st to July 5th?,"{'adults_number': 1, 'checkin_date': '2023-07-01', 'checkout_date': '2023-07-05', 'children_ages': '6', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Can you show me all the kanji characters taught in the third grade?,{'grade': '3'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,I need a list of kanji that students learn in the fifth grade.,{'grade': '5'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,What are the kanji included in the first-grade curriculum?,{'grade': '1'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Please display the kanji that are part of the sixth-grade syllabus.,{'grade': '6'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Could you fetch the kanji taught in the second grade for me?,{'grade': '2'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,I’m looking for the kanji that fourth graders study.,{'grade': '4'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Show me the kanji that are introduced in the seventh grade.,{'grade': '7'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,What kanji do students learn in the eighth grade?,{'grade': '8'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Can you provide the kanji that are part of the ninth-grade curriculum?,{'grade': '9'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,I’d like to see the kanji taught in the tenth grade.,{'grade': '10'},,,,,,,
13,Movie Database Alternative,By Search,Can you find the details for the movie Inception released in 2010?,"{'s': 'Inception', 'y': '2010'}",,,,,,,
13,Movie Database Alternative,By Search,"I need information about the movie The Dark Knight, including its cast and plot.",{'s': 'The Dark Knight'},,,,,,,
13,Movie Database Alternative,By Search,Search for the movie Titanic and tell me its release date and runtime.,{'s': 'Titanic'},,,,,,,
13,Movie Database Alternative,By Search,What are the awards won by the movie La La Land?,{'s': 'La La Land'},,,,,,,
13,Movie Database Alternative,By Search,Find the production company and box office details for the movie Avatar.,{'s': 'Avatar'},,,,,,,
13,Movie Database Alternative,By Search,Could you look up the genre and directors of the movie Interstellar?,{'s': 'Interstellar'},,,,,,,
13,Movie Database Alternative,By Search,I want to see the poster and IMDb ID for the movie The Matrix.,{'s': 'The Matrix'},,,,,,,
13,Movie Database Alternative,By Search,Search for the movie Gladiator and provide its plot and writers.,{'s': 'Gladiator'},,,,,,,
13,Movie Database Alternative,By Search,Find the DVD release date and website for the movie Jurassic Park.,{'s': 'Jurassic Park'},,,,,,,
13,Movie Database Alternative,By Search,Can you get the metascore rating and actors for the movie The Social Network?,{'s': 'The Social Network'},,,,,,,
14,Netflix_v2,Search,Can you find me some documentaries about space exploration on Netflix?,"{'query': 'space exploration', 'lang': 'en', 'limit_titles': 50}",,,,,,,
14,Netflix_v2,Search,Show me the top 10 suggestions for crime dramas available on Netflix.,"{'query': 'crime drama', 'lang': 'en', 'limit_suggestions': 10}",,,,,,,
14,Netflix_v2,Search,I’m looking for the latest season of Stranger Things on Netflix—can you help me find it?,"{'query': 'Stranger Things', 'lang': 'en', 'limit_titles': 1}",,,,,,,
14,Netflix_v2,Search,Find me some comedy series in Spanish that I can watch on Netflix.,"{'query': 'comedy series', 'lang': 'es', 'limit_titles': 50}",,,,,,,
14,Netflix_v2,Search,Could you search for movies directed by Christopher Nolan on Netflix?,"{'query': 'Christopher Nolan', 'lang': 'en', 'limit_titles': 50}",,,,,,,
14,Netflix_v2,Search,I want to watch a romantic movie from the 90s—can you find some options on Netflix?,"{'query': 'romantic movie 90s', 'lang': 'en', 'limit_titles': 50}",,,,,,,
14,Netflix_v2,Search,Show me the first 5 results for action movies on Netflix.,"{'query': 'action movies', 'lang': 'en', 'limit_titles': 5}",,,,,,,
14,Netflix_v2,Search,Find me some anime series available on Netflix in Japanese.,"{'query': 'anime series', 'lang': 'ja', 'limit_titles': 50}",,,,,,,
14,Netflix_v2,Search,Can you search for documentaries about wildlife in Africa on Netflix?,"{'query': 'wildlife Africa', 'lang': 'en', 'limit_titles': 50}",,,,,,,
14,Netflix_v2,Search,I’m in the mood for a thriller—can you find me some options on Netflix?,"{'query': 'thriller', 'lang': 'en', 'limit_titles': 50}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Can you tell me how much Bitcoin I would get for 500 euros?,"{'currency_from': 'eur', 'currency_to': 'btc', 'amount': 500}",,,,,,,
15,NOWPayments,3.Getestimatedprice,I need to convert 1000 US dollars into Ethereum. What’s the estimated amount?,"{'currency_from': 'usd', 'currency_to': 'eth', 'amount': 1000}",,,,,,,
15,NOWPayments,3.Getestimatedprice,What’s the equivalent in Litecoin for 250 British pounds?,"{'currency_from': 'gbp', 'currency_to': 'ltc', 'amount': 250}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Check how much Dogecoin I can get for 75 New Zealand dollars.,"{'currency_from': 'nzd', 'currency_to': 'doge', 'amount': 75}",,,,,,,
15,NOWPayments,3.Getestimatedprice,I want to know the approximate amount of Ripple I’d receive for 300 Brazilian reais.,"{'currency_from': 'brl', 'currency_to': 'xrp', 'amount': 300}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Find out the Bitcoin Cash equivalent for 1200 euros.,"{'currency_from': 'eur', 'currency_to': 'bch', 'amount': 1200}",,,,,,,
15,NOWPayments,3.Getestimatedprice,How much Monero can I buy with 800 US dollars?,"{'currency_from': 'usd', 'currency_to': 'xmr', 'amount': 800}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Calculate the amount of Cardano I’d get for 150 British pounds.,"{'currency_from': 'gbp', 'currency_to': 'ada', 'amount': 150}",,,,,,,
15,NOWPayments,3.Getestimatedprice,What’s the estimated price in Bitcoin for 2000 Brazilian reais?,"{'currency_from': 'brl', 'currency_to': 'btc', 'amount': 2000}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Tell me the Litecoin equivalent for 50 New Zealand dollars.,"{'currency_from': 'nzd', 'currency_to': 'ltc', 'amount': 50}",,,,,,,
16,OTT details,Advanced Search,Can you find me the latest action movies released between 2015 and 2020 with an IMDb rating above 7?,"{'start_year': 2015, 'end_year': 2020, 'min_imdb': 7, 'genre': 'action', 'sort': 'latest', 'type': 'movie'}",,,,,,,
16,OTT details,Advanced Search,Show me the oldest horror TV shows in English and German with an IMDb rating below 6.5.,"{'genre': 'horror', 'language': 'english,german', 'max_imdb': 6.5, 'sort': 'oldest', 'type': 'show'}",,,,,,,
16,OTT details,Advanced Search,I’m looking for the highest-rated comedy movies from 2000 to 2010.,"{'start_year': 2000, 'end_year': 2010, 'genre': 'comedy', 'sort': 'highestrated', 'type': 'movie'}",,,,,,,
