index,API name,API method name,utterance,parameters,REQUIRED PARAMETERS,VALUES,FORMAT,ID,TECHNICAL,INTER-DEPENDENCY,SEMANTIC RELEVANT
2,car code,/obd2/{code},What does the trouble code P0700 refer to?,{'code': 'P0700'},,,,,,,
2,car code,/obd2/{code},Can you tell me what the DTC code P0442 means?,{'code': 'P0442'},,,,,,,
2,car code,/obd2/{code},I need to know the meaning of the OBD-II code P0507.,{'code': 'P0507'},,,,,,,
2,car code,/obd2/{code},What is the description for the car trouble code P0135?,{'code': 'P0135'},,,,,,,
2,car code,/obd2/{code},Please explain the OBD-II code P0301.,{'code': 'P0301'},,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,What were the COVID-19 cases in Canada on 2022-03-15?,"{'country': 'Canada', 'date': '2022-03-15', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,Get the COVID-19 deaths in the United States for California on 2022-04-01.,"{'country': 'United States', 'region': 'California', 'date': '2022-04-01', 'type': 'deaths'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,Retrieve the COVID-19 cases in Germany on 2022-05-10.,"{'country': 'Germany', 'date': '2022-05-10', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,What were the COVID-19 deaths in India on 2022-06-20?,"{'country': 'India', 'date': '2022-06-20', 'type': 'deaths'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,Get the COVID-19 cases in the United States for Texas on 2022-07-04.,"{'country': 'United States', 'region': 'Texas', 'date': '2022-07-04', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,Retrieve the COVID-19 deaths in France on 2022-08-15.,"{'country': 'France', 'date': '2022-08-15', 'type': 'deaths'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,"What were the COVID-19 cases in the United States for Los Angeles County, California on 2022-09-01?","{'country': 'United States', 'region': 'California', 'county': 'Los Angeles County', 'date': '2022-09-01', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,Get the COVID-19 deaths in Brazil on 2022-10-10.,"{'country': 'Brazil', 'date': '2022-10-10', 'type': 'deaths'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,Retrieve the COVID-19 cases in the United States for New York on 2022-11-11.,"{'country': 'United States', 'region': 'New York', 'date': '2022-11-11', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,What were the COVID-19 deaths in Japan on 2022-12-25?,"{'country': 'Japan', 'date': '2022-12-25', 'type': 'deaths'}",,,,,,,
4,Cricket Live Data,Results By Date,"What were the cricket results on October 5th, 2023?",{'date': '2023-10-05'},,,,,,,
4,Cricket Live Data,Results By Date,"Can you show me the cricket match results for January 1st, 2024?",{'date': '2024-01-01'},,,,,,,
4,Cricket Live Data,Results By Date,"I need the cricket scores from March 15th, 2023.",{'date': '2023-03-15'},,,,,,,
4,Cricket Live Data,Results By Date,"Get me the cricket match results for December 25th, 2023.",{'date': '2023-12-25'},,,,,,,
4,Cricket Live Data,Results By Date,"What happened in the cricket matches on July 4th, 2023?",{'date': '2023-07-04'},,,,,,,
4,Cricket Live Data,Results By Date,"Show me the cricket results for August 8th, 2023.",{'date': '2023-08-08'},,,,,,,
4,Cricket Live Data,Results By Date,"Can you fetch the cricket match results for November 11th, 2023?",{'date': '2023-11-11'},,,,,,,
4,Cricket Live Data,Results By Date,"What were the cricket scores on February 14th, 2024?",{'date': '2024-02-14'},,,,,,,
4,Cricket Live Data,Results By Date,"I want to see the cricket results for September 30th, 2023.",{'date': '2023-09-30'},,,,,,,
4,Cricket Live Data,Results By Date,"Get the cricket match results for April 22nd, 2023.",{'date': '2023-04-22'},,,,,,,
5,Dezgo,/text2image,Generate an image of a futuristic cityscape at night with neon lights and flying cars.,{'prompt': 'futuristic cityscape at night with neon lights and flying cars'},,,,,,,
5,Dezgo,/text2image,Create a digital art piece of a serene forest with a waterfall and sunlight filtering through the trees.,"{'prompt': 'serene forest with a waterfall and sunlight filtering through the trees, digital art'}",,,,,,,
5,Dezgo,/text2image,Generate an image of a medieval castle on a hill surrounded by a misty forest.,{'prompt': 'medieval castle on a hill surrounded by a misty forest'},,,,,,,
5,Dezgo,/text2image,Create a fantasy scene of a dragon flying over a mountain range with a glowing moon in the background.,"{'prompt': 'dragon flying over a mountain range with a glowing moon in the background, fantasy scene'}",,,,,,,
5,Dezgo,/text2image,"Generate an image of a cyberpunk street with rain, neon signs, and people in futuristic clothing.","{'prompt': 'cyberpunk street with rain, neon signs, and people in futuristic clothing'}",,,,,,,
5,Dezgo,/text2image,Create a realistic portrait of a warrior in ancient armor standing in a battlefield.,{'prompt': 'realistic portrait of a warrior in ancient armor standing in a battlefield'},,,,,,,
5,Dezgo,/text2image,Generate an image of a magical library with floating books and glowing runes on the walls.,{'prompt': 'magical library with floating books and glowing runes on the walls'},,,,,,,
5,Dezgo,/text2image,Create a surreal landscape of a floating island with waterfalls cascading into the clouds.,{'prompt': 'surreal landscape of a floating island with waterfalls cascading into the clouds'},,,,,,,
5,Dezgo,/text2image,Generate an image of a steampunk airship flying over a Victorian-era city.,{'prompt': 'steampunk airship flying over a Victorian-era city'},,,,,,,
5,Dezgo,/text2image,Create a digital art piece of a futuristic robot standing in a post-apocalyptic wasteland.,"{'prompt': 'futuristic robot standing in a post-apocalyptic wasteland, digital art'}",,,,,,,
6,EveryEarthquake,Earthquakes,Get the 100 most recent earthquakes worldwide.,{},,,,,,,
6,EveryEarthquake,Earthquakes,Find earthquakes near Los Angeles with a radius of 50 miles.,"{'latitude': '34.0522', 'longitude': '-118.2437', 'radius': '50', 'units': 'miles'}",,,,,,,
6,EveryEarthquake,Earthquakes,Retrieve earthquakes with a magnitude of 5 or greater.,{'magnitude': '5'},,,,,,,
6,EveryEarthquake,Earthquakes,Get the most recent 500 earthquakes worldwide.,{'count': '500'},,,,,,,
6,EveryEarthquake,Earthquakes,Find earthquakes near Tokyo with a radius of 100 kilometers.,"{'latitude': '35.6895', 'longitude': '139.6917', 'radius': '100', 'units': 'kilometers'}",,,,,,,
6,EveryEarthquake,Earthquakes,Retrieve earthquakes with an intensity of 3 or greater.,{'intensity': '3'},,,,,,,
6,EveryEarthquake,Earthquakes,Get the next 1000 earthquakes starting from the 1001st result.,"{'start': '1001', 'count': '1000'}",,,,,,,
6,EveryEarthquake,Earthquakes,Find earthquakes near San Francisco with a radius of 200 miles.,"{'latitude': '37.7749', 'longitude': '-122.4194', 'radius': '200', 'units': 'miles'}",,,,,,,
6,EveryEarthquake,Earthquakes,Retrieve only quarry blasts from the earthquake catalog.,{'type': 'quarry blast'},,,,,,,
6,EveryEarthquake,Earthquakes,Find earthquakes near New York City with a radius of 150 kilometers.,"{'latitude': '40.7128', 'longitude': '-74.0060', 'radius': '150', 'units': 'kilometers'}",,,,,,,
7,Flightera Flight Data,airlineStatistics,Can you provide statistics for the airline with the ICAO code AAL?,{'icao': 'AAL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,What are the statistics for the airline identified by the IATA code BA?,{'iata': 'BA'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Get the airline statistics for the airline with the ident DELTA.,{'ident': 'DELTA'},,,,,,,
7,Flightera Flight Data,airlineStatistics,I need the on-time performance data for the airline with ICAO code UAL.,{'icao': 'UAL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,What is the current day's data for the airline with IATA code LH?,{'iata': 'LH'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Can you fetch the statistics for the airline identified by the code QFA?,{'ident': 'QFA'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Provide the airline statistics for the airline with ICAO code DAL.,{'icao': 'DAL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,What are the statistics for the airline with IATA code AF?,{'iata': 'AF'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Get the detailed statistics for the airline identified by the code SWA.,{'ident': 'SWA'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Can you retrieve the on-time performance data for the airline with ICAO code KLM?,{'icao': 'KLM'},,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,What are the departure delay statistics for JFK airport on 2023-10-15?,"{'isDeparture': True, 'dt': '2023-10-15', 'ident': 'JFK'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,Can you provide the arrival delay statistics for LAX on 2023-09-20?,"{'isDeparture': False, 'dt': '2023-09-20', 'ident': 'LAX'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,Show me the departure delay data for Chicago O'Hare on 2023-11-05.,"{'isDeparture': True, 'dt': '2023-11-05', 'ident': 'ORD'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,What were the arrival delays at Heathrow Airport on 2023-08-25?,"{'isDeparture': False, 'dt': '2023-08-25', 'ident': 'LHR'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,Get the departure delay statistics for Dallas/Fort Worth on 2023-12-01.,"{'isDeparture': True, 'dt': '2023-12-01', 'ident': 'DFW'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,Provide the arrival delay data for San Francisco International on 2023-07-10.,"{'isDeparture': False, 'dt': '2023-07-10', 'ident': 'SFO'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,What are the departure delays at Atlanta Hartsfield-Jackson on 2023-10-30?,"{'isDeparture': True, 'dt': '2023-10-30', 'ident': 'ATL'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,Show the arrival delay statistics for Denver International on 2023-09-15.,"{'isDeparture': False, 'dt': '2023-09-15', 'ident': 'DEN'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,Get the departure delay data for Seattle-Tacoma on 2023-11-20.,"{'isDeparture': True, 'dt': '2023-11-20', 'ident': 'SEA'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,What were the arrival delays at Boston Logan on 2023-08-05?,"{'isDeparture': False, 'dt': '2023-08-05', 'ident': 'BOS'}",,,,,,,
9,Foreca Weather,Daily,What is the daily weather forecast for New York?,{'location': 'New York'},,,,,,,
9,Foreca Weather,Daily,Can you provide the daily weather forecast for London in Fahrenheit?,"{'location': 'London', 'tempunit': 'F'}",,,,,,,
9,Foreca Weather,Daily,What is the daily weather forecast for Paris with wind speed in kilometers per hour?,"{'location': 'Paris', 'windunit': 'KMH'}",,,,,,,
9,Foreca Weather,Daily,Get the daily weather forecast for Tokyo for the next 10 days.,"{'location': 'Tokyo', 'periods': 10}",,,,,,,
9,Foreca Weather,Daily,What is the daily weather forecast for Berlin at an altitude of 50 meters?,"{'location': 'Berlin', 'alt': 50}",,,,,,,
9,Foreca Weather,Daily,Can you provide the daily weather forecast for Sydney with the full dataset?,"{'location': 'Sydney', 'dataset': 'full'}",,,,,,,
9,Foreca Weather,Daily,What is the daily weather forecast for Los Angeles with wind speed in miles per hour?,"{'location': 'Los Angeles', 'windunit': 'MPH'}",,,,,,,
9,Foreca Weather,Daily,Get the daily weather forecast for Chicago for the next 12 days.,"{'location': 'Chicago', 'periods': 12}",,,,,,,
9,Foreca Weather,Daily,What is the daily weather forecast for Toronto in Celsius?,"{'location': 'Toronto', 'tempunit': 'C'}",,,,,,,
9,Foreca Weather,Daily,Can you provide the daily weather forecast for Mumbai at an altitude of 100 meters?,"{'location': 'Mumbai', 'alt': 100}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"Send a WhatsApp message from number 919876543210 with the message 'Hello, your order is ready for pickup.' and ID 45.","{'your_number': 919876543210, 'your_message': 'Hello, your order is ready for pickup.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Use the number 919876543210 to send a WhatsApp message 'Your appointment is scheduled for tomorrow at 10 AM.' with ID 45.,"{'your_number': 919876543210, 'your_message': 'Your appointment is scheduled for tomorrow at 10 AM.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a bulk WhatsApp message from 919876543210 with the text 'Reminder: Your payment is due today.' and ID 45.,"{'your_number': 919876543210, 'your_message': 'Reminder: Your payment is due today.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a WhatsApp message from 919876543210 with the message 'Thank you for your recent purchase!' and ID 45.,"{'your_number': 919876543210, 'your_message': 'Thank you for your recent purchase!', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Use the number 919876543210 to send a WhatsApp message 'Your OTP for login is 123456.' with ID 45.,"{'your_number': 919876543210, 'your_message': 'Your OTP for login is 123456.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a WhatsApp message from 919876543210 with the text 'Your subscription is about to expire. Renew now!' and ID 45.,"{'your_number': 919876543210, 'your_message': 'Your subscription is about to expire. Renew now!', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Use the number 919876543210 to send a WhatsApp message 'Your delivery will arrive today by 5 PM.' with ID 45.,"{'your_number': 919876543210, 'your_message': 'Your delivery will arrive today by 5 PM.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a WhatsApp message from 919876543210 with the message 'Welcome to our service! Here’s your login details.' and ID 45.,"{'your_number': 919876543210, 'your_message': 'Welcome to our service! Here’s your login details.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Use the number 919876543210 to send a WhatsApp message 'Your account has been successfully created.' with ID 45.,"{'your_number': 919876543210, 'your_message': 'Your account has been successfully created.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a WhatsApp message from 919876543210 with the text 'Your feedback is important to us. Please share your experience.' and ID 45.,"{'your_number': 919876543210, 'your_message': 'Your feedback is important to us. Please share your experience.', 'id': 45}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Find available rooms for 2 adults at hotel 1105156 in the UAE, checking in on 2023-09-26 and checking out on 2023-09-27.","{'adults_number': 2, 'checkout_date': '2023-09-27', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156, 'checkin_date': '2023-09-26'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Search for rooms at hotel 1105156 in the UAE for 1 adult, checking in on 2023-09-26 and checking out on 2023-09-27.","{'adults_number': 1, 'checkout_date': '2023-09-27', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156, 'checkin_date': '2023-09-26'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Get room options for 3 adults at hotel 1105156 in the UAE, checking in on 2023-09-26 and checking out on 2023-09-27.","{'adults_number': 3, 'checkout_date': '2023-09-27', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156, 'checkin_date': '2023-09-26'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Find available rooms for 2 adults and 2 children (ages 5 and 2) at hotel 1105156 in the UAE, checking in on 2023-09-26 and checking out on 2023-09-27.","{'adults_number': 2, 'checkout_date': '2023-09-27', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156, 'checkin_date': '2023-09-26', 'children_ages': '5,2'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Search for rooms at hotel 1105156 in the UAE for 1 adult and 1 infant (less than a year old), checking in on 2023-09-26 and checking out on 2023-09-27.","{'adults_number': 1, 'checkout_date': '2023-09-27', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156, 'checkin_date': '2023-09-26', 'children_ages': '0'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Get room options for 4 adults at hotel 1105156 in the UAE, checking in on 2023-09-26 and checking out on 2023-09-27.","{'adults_number': 4, 'checkout_date': '2023-09-27', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156, 'checkin_date': '2023-09-26'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Find available rooms for 2 adults and 3 children (ages 8, 6, and 1) at hotel 1105156 in the UAE, checking in on 2023-09-26 and checking out on 2023-09-27.","{'adults_number': 2, 'checkout_date': '2023-09-27', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156, 'checkin_date': '2023-09-26', 'children_ages': '8,6,1'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Search for rooms at hotel 1105156 in the UAE for 1 adult and 2 children (ages 3 and 0), checking in on 2023-09-26 and checking out on 2023-09-27.","{'adults_number': 1, 'checkout_date': '2023-09-27', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156, 'checkin_date': '2023-09-26', 'children_ages': '3,0'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Get room options for 2 adults at hotel 1105156 in the UAE, checking in on 2023-09-26 and checking out on 2023-09-27, with no children.","{'adults_number': 2, 'checkout_date': '2023-09-27', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156, 'checkin_date': '2023-09-26'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Find available rooms for 3 adults and 1 child (age 7) at hotel 1105156 in the UAE, checking in on 2023-09-26 and checking out on 2023-09-27.","{'adults_number': 3, 'checkout_date': '2023-09-27', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156, 'checkin_date': '2023-09-26', 'children_ages': '7'}",,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Show me kanji for grade 1.,{'grade': '1'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,What kanji are taught in grade 3?,{'grade': '3'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,List all kanji for grade 5.,{'grade': '5'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Can you provide the kanji for grade 2?,{'grade': '2'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,I need the kanji list for grade 4.,{'grade': '4'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,What are the kanji for grade 6?,{'grade': '6'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Display the kanji for grade 7.,{'grade': '7'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Show me the kanji for grade 8.,{'grade': '8'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,What kanji are included in grade 9?,{'grade': '9'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,List the kanji for grade 10.,{'grade': '10'},,,,,,,
13,Movie Database Alternative,By Search,Find information about the movie Inception.,{'s': 'Inception'},,,,,,,
13,Movie Database Alternative,By Search,Search for details on the movie The Dark Knight released in 2008.,"{'s': 'The Dark Knight', 'y': '2008'}",,,,,,,
13,Movie Database Alternative,By Search,Get data about the movie Titanic from page 2.,"{'s': 'Titanic', 'page': '2'}",,,,,,,
13,Movie Database Alternative,By Search,Look up the movie Interstellar and return the results in JSON format.,"{'s': 'Interstellar', 'r': 'json'}",,,,,,,
13,Movie Database Alternative,By Search,Search for the movie Gladiator and specify the type as movie.,"{'s': 'Gladiator', 'type': 'movie'}",,,,,,,
13,Movie Database Alternative,By Search,Find information about the movie Jurassic Park released in 1993.,"{'s': 'Jurassic Park', 'y': '1993'}",,,,,,,
13,Movie Database Alternative,By Search,Get details on the movie The Matrix from page 3.,"{'s': 'The Matrix', 'page': '3'}",,,,,,,
13,Movie Database Alternative,By Search,Search for the movie Forrest Gump and return the results in JSON format.,"{'s': 'Forrest Gump', 'r': 'json'}",,,,,,,
13,Movie Database Alternative,By Search,Look up the movie The Shawshank Redemption and specify the type as movie.,"{'s': 'The Shawshank Redemption', 'type': 'movie'}",,,,,,,
13,Movie Database Alternative,By Search,Find information about the movie Avatar released in 2009.,"{'s': 'Avatar', 'y': '2009'}",,,,,,,
14,Netflix_v2,Search,Find information about the show 'Stranger Things' on Netflix.,{'query': 'Stranger Things'},,,,,,,
14,Netflix_v2,Search,Search for documentaries about nature in Spanish.,"{'query': 'nature documentaries', 'lang': 'es'}",,,,,,,
14,Netflix_v2,Search,Show me the top 10 comedy series on Netflix.,"{'query': 'comedy series', 'limit_titles': 10}",,,,,,,
14,Netflix_v2,Search,What are some suggestions for action movies on Netflix?,"{'query': 'action movies', 'limit_suggestions': 5}",,,,,,,
14,Netflix_v2,Search,Search for the movie 'The Irishman' on Netflix.,{'query': 'The Irishman'},,,,,,,
14,Netflix_v2,Search,Find the next 20 titles after the first 10 results for 'sci-fi' on Netflix.,"{'query': 'sci-fi', 'offset': 10, 'limit_titles': 20}",,,,,,,
14,Netflix_v2,Search,What are some popular French movies on Netflix?,"{'query': 'French movies', 'lang': 'fr'}",,,,,,,
14,Netflix_v2,Search,Search for the series 'Breaking Bad' on Netflix.,{'query': 'Breaking Bad'},,,,,,,
14,Netflix_v2,Search,Show me 15 suggestions for family-friendly movies on Netflix.,"{'query': 'family-friendly movies', 'limit_suggestions': 15}",,,,,,,
14,Netflix_v2,Search,Find information about the documentary 'Our Planet' on Netflix.,{'query': 'Our Planet'},,,,,,,
15,NOWPayments,3.Getestimatedprice,What is the estimated price in Bitcoin for 5000 USD?,"{'x-api-key': '<your_api_key>', 'currency_to': 'btc', 'currency_from': 'usd', 'amount': 5000}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Can you calculate the equivalent in Ethereum for 2000 EUR?,"{'x-api-key': '<your_api_key>', 'currency_to': 'eth', 'currency_from': 'eur', 'amount': 2000}",,,,,,,
15,NOWPayments,3.Getestimatedprice,How much is 1000 GBP in Litecoin?,"{'x-api-key': '<your_api_key>', 'currency_to': 'ltc', 'currency_from': 'gbp', 'amount': 1000}",,,,,,,
15,NOWPayments,3.Getestimatedprice,What is the estimated price in Ripple for 3000 NZD?,"{'x-api-key': '<your_api_key>', 'currency_to': 'xrp', 'currency_from': 'nzd', 'amount': 3000}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Calculate the equivalent in Bitcoin Cash for 1500 BRL.,"{'x-api-key': '<your_api_key>', 'currency_to': 'bch', 'currency_from': 'brl', 'amount': 1500}",,,,,,,
15,NOWPayments,3.Getestimatedprice,What is the estimated price in Dogecoin for 2500 USD?,"{'x-api-key': '<your_api_key>', 'currency_to': 'doge', 'currency_from': 'usd', 'amount': 2500}",,,,,,,
15,NOWPayments,3.Getestimatedprice,How much is 4000 EUR in Cardano?,"{'x-api-key': '<your_api_key>', 'currency_to': 'ada', 'currency_from': 'eur', 'amount': 4000}",,,,,,,
15,NOWPayments,3.Getestimatedprice,What is the estimated price in Polkadot for 3500 GBP?,"{'x-api-key': '<your_api_key>', 'currency_to': 'dot', 'currency_from': 'gbp', 'amount': 3500}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Calculate the equivalent in Chainlink for 4500 NZD.,"{'x-api-key': '<your_api_key>', 'currency_to': 'link', 'currency_from': 'nzd', 'amount': 4500}",,,,,,,
15,NOWPayments,3.Getestimatedprice,What is the estimated price in Stellar for 500 BRL?,"{'x-api-key': '<your_api_key>', 'currency_to': 'xlm', 'currency_from': 'brl', 'amount': 500}",,,,,,,
16,OTT details,Advanced Search,Find the latest movies released between 2010 and 2020.,"{'start_year': 2010, 'end_year': 2020, 'type': 'movie', 'sort': 'latest'}",,,,,,,
16,OTT details,Advanced Search,Show me the highest-rated TV shows in the horror genre.,"{'type': 'show', 'genre': 'horror', 'sort': 'highestrated'}",,,,,,,
16,OTT details,Advanced Search,Get movies from 2005 to 2015 with an IMDb rating between 7 and 8.,"{'start_year': 2005, 'end_year': 2015, 'min_imdb': 7, 'max_imdb': 8, 'type': 'movie'}",,,,,,,
16,OTT details,Advanced Search,List the oldest English and German movies.,"{'language': 'english,german', 'sort': 'oldest', 'type': 'movie'}",,,,,,,
16,OTT details,Advanced Search,Find the lowest-rated TV shows in the action and comedy genres.,"{'type': 'show', 'genre': 'action,comedy', 'sort': 'lowestrated'}",,,,,,,
16,OTT details,Advanced Search,Show me movies released in 2018 with an IMDb rating above 7.5.,"{'start_year': 2018, 'end_year': 2018, 'min_imdb': 7.5, 'type': 'movie'}",,,,,,,
16,OTT details,Advanced Search,Get the latest TV shows in the drama genre with an IMDb rating below 6.5.,"{'type': 'show', 'genre': 'drama', 'max_imdb': 6.5, 'sort': 'latest'}",,,,,,,
16,OTT details,Advanced Search,Find movies from 1990 to 2000 in the sci-fi genre.,"{'start_year': 1990, 'end_year': 2000, 'genre': 'sci-fi', 'type': 'movie'}",,,,,,,
16,OTT details,Advanced Search,List the highest-rated English and French movies from 2015 to 2020.,"{'language': 'english,french', 'start_year': 2015, 'end_year': 2020, 'sort': 'highestrated', 'type': 'movie'}",,,,,,,
16,OTT details,Advanced Search,Show me the oldest TV shows in the thriller genre with an IMDb rating above 6.,"{'type': 'show', 'genre': 'thriller', 'min_imdb': 6, 'sort': 'oldest'}",,,,,,,
17,Postal Ninja,createTrack,Track the package with the tracking number 123456789.,{'trackCode': '123456789'},,,,,,,
17,Postal Ninja,createTrack,Can you create a tracking entry for the package with the code ABC123XYZ?,{'trackCode': 'ABC123XYZ'},,,,,,,
