llm_as_judge,api,api_method,utterance,evaluation
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,Show me the expiring titles in Mexico and Argentina.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,What titles are expiring in Russia and China?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,Get the expiring titles in the Netherlands and Belgium.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,Can you list the expiring titles in Sweden and Norway?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Find information about Brad Pitt on Netflix.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Search for Netflix titles associated with the ID 70021641.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Get details about Angelina Jolie on Netflix.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Search for Netflix titles linked to the ID 80012345.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Find information about Tom Hanks on Netflix.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Search for Netflix titles associated with the ID 60054321.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Get details about Leonardo DiCaprio on Netflix.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Search for Netflix titles linked to the ID 90098765.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Find information about Meryl Streep on Netflix.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Search for Netflix titles associated with the ID 50012345.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Find episodes for the Netflix title with ID 70153392.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Search for episodes in season 70051768.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Get details for episode 70150654.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Find episodes for the Netflix title with ID 70153392 in season 70051768.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Search for episode 70150654 in the Netflix title with ID 70153392.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Get details for episode 70150654 in season 70051768.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Find episodes for the Netflix title with ID 70153392 in season 70051768 and episode 70150654.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Search for episodes in season 70051768 for the Netflix title with ID 70153392.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Get details for episode 70150654 in the Netflix title with ID 70153392.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,"Find episodes for the Netflix title with ID 70153392, season 70051768, and episode 70150654.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,"Find titles deleted after January 1, 2020.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,Show me deleted titles with Netflix ID 12345.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,Get deleted titles limited to 10 results.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,Find deleted titles starting from the 20th result.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,"Show deleted titles after March 15, 2021, in the US.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,"Get deleted titles with Netflix ID 67890, limited to 5 results.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,"Find titles deleted after December 1, 2019, starting from the 15th result.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,Show deleted titles in Canada and the UK.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,"Get deleted titles after February 1, 2022, limited to 20 results.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,"Find deleted titles with Netflix ID 54321, starting from the 10th result.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Find movies released between 2000 and 2010 with an IMDb rating above 7.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Search for series available in Spanish audio and English subtitles.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Get the top 50 rated movies from France and Germany.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,"Find new titles added after January 1, 2023.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Search for action and adventure movies released in 2015.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,"Find series with English audio and subtitles, ordered by release date.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Get the first 20 results for movies with an IMDb rating between 6 and 8.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Search for titles with French audio and German subtitles.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,"Find movies released in 2020 with an IMDb rating above 8, ordered by title.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Get the top 10 rated series from the UK and Canada.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,Can you provide detailed information about the race with ID 207660?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,I need the racecard details for the race identified by ID 207660.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,What are the odds and detailed stats for the race with ID 207660?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,"Please show me the horses, jockeys, and trainers for the race with ID 207660.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,"Could you fetch the form, OR, and owner details for the race with ID 207660?",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,"I’d like to see the age, weight, and sire information for the race with ID 207660.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,Can you give me the dam and other detailed info for the race with ID 207660?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,What’s the detailed racecard and odds comparison for the race with ID 207660?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,Please provide all the detailed information available for the race with ID 207660.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,"I need the full race details, including jockeys, trainers, and odds, for the race with ID 207660.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Find races at Cheltenham from 2023-10-01 to 2023-10-15.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Search for races with the name 'Handicap Chase'.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Get races where horse with id 12345 has run.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Find races at Ascot with a minimum class of 2 and a maximum class of 4.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Search for races from 2023-11-01 to 2023-11-30 ordered by date in descending order.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Find races with a distance from 1600m to 2400m.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Get races at Newmarket with the name 'Novice'.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Search for races from 2023-12-01 to 2023-12-31 with a minimum class of 3.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Find races at York with a maximum class of 5.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Get races from 2023-09-01 to 2023-09-30 ordered by date in ascending order.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Can you get the racing history for the horse with ID 230380?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,What are the past results for the horse identified by 230380?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Please provide the stats for the horse with ID 230380.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,I need the race history for the horse with ID 230380.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Could you fetch the results for the horse identified by 230380?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Show me the racing stats for the horse with ID 230380.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,What is the performance history of the horse with ID 230380?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Retrieve the race results for the horse with ID 230380.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Can you display the stats for the horse identified by 230380?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,I’d like to see the racing history for the horse with ID 230380.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Can you find information about the horse named Thunderbolt?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Search for the horse with the name Midnight Shadow.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,I need details about the horse called Silver Streak.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Look up the horse named Golden Hoof.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Find the horse with the name Red Rocket.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Can you search for the horse named Blue Blaze?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,I want to know more about the horse called White Lightning.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Search for the horse named Black Stallion.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Find information about the horse named Green Meadow.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Can you look up the horse named Purple Rain?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Can you show me the racecards for today?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,What are the races scheduled for October 10th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Get me the racecards for this Saturday.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Show me the list of races for November 1st.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,What races are happening on December 25th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Can you fetch the racecards for September 30th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,I need the race list for August 15th.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,What are the races on July 4th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Show me the racecards for June 21st.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Get the list of races for May 5th.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,"Can you show me the horse racing results for March 15, 2020?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,"What were the results of the horse races on April 1, 2020?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,"I need the horse racing results for February 14, 2020.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,"Please provide the horse racing results for January 10, 2020.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,"Show me the horse racing results for December 25, 2019.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,"What are the horse racing results for November 11, 2019?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,"Can you get me the horse racing results for October 31, 2019?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,"I’d like to see the horse racing results for September 22, 2019.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,"What were the horse racing results on August 5, 2019?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,"Show me the horse racing results for July 4, 2019.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,What is the win rate of jockeys in the last 7 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,Can you show me the jockeys' stats for the past 14 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,Get the win rate of jockeys over the last 30 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,"What are the jockeys' runs, wins, and win rate for the last 10 days?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,Show me the jockeys' performance stats for the past 5 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,What is the win rate of jockeys in the last 21 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,Can you provide the jockeys' stats for the last 3 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,Get the jockeys' win rate for the past 28 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,"What are the jockeys' runs, wins, and win rate for the last 15 days?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,Show me the jockeys' performance stats for the past 1 day.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,What is the win rate of trainers in the last 7 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,Can you show me the trainers' stats for the past 14 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,Get the win rate of trainers over the last 30 days.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,"What are the trainers' runs, wins, and win rate for the last 10 days?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,Show me the trainers' performance stats for the past 5 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,What is the win rate of trainers in the last 21 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,Can you provide the trainers' stats for the last 3 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,Get the trainers' win rate for the past 60 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,"What are the trainers' runs, wins, and win rate for the last 90 days?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,Show me the trainers' performance stats for the past 1 day.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,Show me 10 recipes starting from the 5th item.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,"List 15 recipes, skipping the first 20 items.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,"Find 20 recipes sorted by approval date in descending order, starting from the 10th item.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,"Search for 25 recipes containing chicken, starting from the 30th item.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,"Get 30 recipes tagged as 'under_30_minutes', starting from the 15th item.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,"List 5 recipes sorted by approval date in ascending order, starting from the 25th item.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,"Find 12 recipes containing pasta, starting from the 8th item.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,"Show me 18 recipes tagged as 'vegetarian', starting from the 40th item.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,"List 22 recipes containing beef, starting from the 50th item.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,"Get 7 recipes sorted by approval date in descending order, starting from the 3rd item.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,Can you show me the tips for recipe id 1234?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,What are the reviews for recipe id 5678?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,"Get the tips for recipe id 91011, starting from the 5th review.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,Show me the first 10 tips for recipe id 1213.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,"What are the tips for recipe id 1415, skipping the first 20 reviews?",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,Can you list 15 tips for recipe id 1617?,unnatural
