llm_as_judge,api,api_method,utterance,evaluation
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Countries,In which countries can I watch Ozark on Netflix?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Countries,What Netflix regions have Friends available?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Countries,Where can I stream The Office on Netflix?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Genres,What are the genres for the Netflix show with ID 80057281?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Genres,Can you tell me the genres associated with Netflix ID 80192098?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Genres,I need the genres for the Netflix title with ID 80211612.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Genres,What genres are linked to Netflix ID 80303038?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Genres,Could you find the genres for Netflix ID 80444800?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Genres,Please provide the genres for the Netflix show with ID 80513042.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Genres,What are the genres for Netflix ID 80639010?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Genres,Can you list the genres for Netflix ID 80712345?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Genres,I’m looking for the genres associated with Netflix ID 80856789.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Genres,What genres are associated with Netflix ID 80987654?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Details,Can you give me details about the movie with Netflix ID 81043135?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Details,What information do you have for the film with IMDB ID tt1234567?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Details,Tell me more about the Netflix title with ID 12345678.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Details,I need details for the movie with IMDB ID tt2345678.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Details,Can you provide information for the Netflix title with ID 87654321?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Details,What’s the information for the film with IMDB ID tt3456789?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Details,Give me details about the Netflix title with ID 56789012.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Details,Can you tell me more about the movie with IMDB ID tt4567890?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Details,What’s the info for the Netflix title with ID 98765432?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Title Details,I’d like details for the film with IMDB ID tt5678901.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,What movies and shows are expiring soon in the US and Canada?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,Can you tell me which titles are leaving Netflix in the UK and Australia?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,Show me the list of expiring content in Germany and France.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,Which Netflix titles are about to expire in Japan and South Korea?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,What’s expiring on Netflix in Brazil and Mexico?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,Give me the expiring titles in India and Italy.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,What’s leaving Netflix soon in Spain and Portugal?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,Can you list the expiring shows in Russia and Turkey?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,Which titles are expiring soon in Sweden and Norway?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Expiring,What’s about to leave Netflix in Argentina and Chile?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Can you find information about Tom Hanks on Netflix?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Who is the actor associated with Netflix title ID 80012345?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,I’m looking for details on Angelina Jolie.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,What’s the name of the person linked to Netflix ID 70021641?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Find me information about Leonardo DiCaprio.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Who is associated with Netflix title ID 60098765?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Can you search for Meryl Streep on Netflix?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,What’s the name of the person connected to Netflix ID 50043210?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,I need details about Denzel Washington.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,People,Who is linked to Netflix title ID 40056789?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Find episodes of Stranger Things on Netflix.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Can you show me the episodes available for The Crown?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,What episodes of Breaking Bad are on Netflix?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,List all episodes of Narcos that I can watch.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Show me the episodes of Black Mirror available on Netflix.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,What are the episodes of Money Heist on Netflix?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Can you find the episodes of Ozark for me?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,List the episodes of The Witcher that are on Netflix.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,What episodes of Friends are available on Netflix?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Episodes,Show me all episodes of House of Cards on Netflix.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,"Can you show me titles deleted after January 1, 2020?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,What movies or shows were removed from Netflix in the US and Canada?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,Find the deleted title with Netflix ID '80192098'.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,"Show me titles deleted after March 15, 2021 in the UK.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,What content was removed from Netflix in Australia and New Zealand after 2022?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,"List all titles deleted after December 1, 2019.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,Find the deleted title 'Stranger Things'.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,What shows were removed from Netflix in Germany and France after 2020?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,"Can you show me titles deleted after July 4, 2023 in Japan?",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Deleted,What movies were removed from Netflix in Brazil and Mexico?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Find movies released after 2000 with Spanish audio.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Show me series with English subtitles and audio.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,What are the highest-rated movies from 2015 to 2020?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Search for action movies with French audio or subtitles.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,"Find new series added after January 1, 2023.",natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,What are the latest movies released in Germany?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Show me comedies with a rating above 7.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Find movies from 1990 to 2000 with Italian audio.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,What are the longest series available?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,unogsNG,Search,Search for documentaries with English subtitles.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,Can you give me the detailed information for the race at Ascot today?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,What are the details for the Cheltenham race this weekend?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,I need the racecard and odds for the Grand National.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,Show me the detailed stats for the Epsom Derby race.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,Could you provide the race details for the York race happening next week?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,What’s the form and odds for the horses in the Goodwood race?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,Give me the detailed information about the Newmarket race.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,I’m looking for the racecard and jockey details for the Aintree race.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,Can you show me the trainer and horse details for the Doncaster race?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Race detail info,What’s the detailed info for the Sandown Park race this Friday?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Show me races at Ascot ordered by date in descending order.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Find all races from 2023-10-01 to 2023-10-15 with a minimum class of 2.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Can you list races where the horse named Thunderbolt has run?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Search for races at Newmarket with a maximum class of 3.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Show me all handicap chase races ordered by date ascending.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Find races at Cheltenham from 2023-09-01 to 2023-09-30.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,List all novice races with a minimum class of 1.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Can you find races at Ascot with a maximum class of 4?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,Show me hurdle races from 2023-08-01 to 2023-08-31.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query races,"Find all races where the horse named Lightning has run, ordered by date descending.",unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Can you show me the racing history for the horse named Thunderbolt?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,What are the past results for the horse called Silver Shadow?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,I'd like to see the stats for the horse known as Midnight Runner.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Could you provide the racing history for the horse named Golden Hoof?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Show me the results for the horse called Desert Storm.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,What's the performance history of the horse named Ocean Breeze?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Can you get me the stats for the horse known as Firefly?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,I need the racing history for the horse called Mountain King.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,What are the past performances of the horse named Star Gazer?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Horse Stats,Could you show me the results for the horse called Wind Dancer?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Can you find information about the horse named Thunderbolt?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,I'm looking for details on a horse called Silver Shadow.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Do you have any data on the horse known as Midnight Star?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Please search for the horse named Golden Hoof.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Could you look up the horse called Desert Wind?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,I need information on a horse named Ocean Wave.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Find me details about the horse called Mountain Peak.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Is there any record for the horse named Firefly?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Can you check for the horse known as Lightning Strike?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Query horses,Search for the horse named Arctic Blaze.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Can you show me the racecards for today?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,What races are happening on October 10th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,I'd like to see the race list for this Saturday.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Are there any races scheduled for next Monday?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Show me the racecards for November 1st.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,What's on the race schedule for December 25th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Can you list the races for next Friday?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,I want to check the racecards for September 30th.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Are there any races on January 1st next year?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Racecards,Show me the races happening on March 15th.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,Can you show me the horse racing results from yesterday?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,What were the results of the races on October 1st?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,I need the horse racing results for last Saturday.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,Could you fetch the race results from September 25th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,Show me the results of the races that happened on September 20th.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,What were the outcomes of the horse races on September 15th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,Can you provide the horse racing results for September 10th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,I’d like to see the race results from September 5th.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,What were the results of the races on August 30th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Results,Could you get me the horse racing results from August 25th?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,What are the win rates for jockeys over the past week?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,Can you show me the jockeys' performance in the last 10 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,How have jockeys been performing in the last 3 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,I'd like to see the win rates for jockeys over the past fortnight.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,What's the win rate for jockeys in the last 5 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,Show me the jockeys' stats from the last month.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,Can you provide the win rates for jockeys over the last 2 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,What are the jockeys' win rates in the last 15 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,I need the jockeys' performance stats for the last 20 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Jockeys win rate,How have jockeys performed in the last week?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,What are the win rates for trainers in the past week?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,Can you show me the trainers' stats from the last 10 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,I need the win rates of trainers over the last 5 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,How have trainers performed in the last 3 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,Get me the trainers' win rates for the past 14 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,What’s the win rate for trainers in the last month?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,Show me the trainers' stats from the last 2 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,Can you provide the win rates of trainers over the last 7 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,I’d like to see the trainers' performance in the last 21 days.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Horse Racing,Trainers win rate,What are the trainers' stats for the past 4 days?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,Can you show me some quick recipes that take less than 30 minutes to prepare?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,What are the most recently approved recipes?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,Find me recipes that include chicken and broccoli.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,Show me the oldest approved recipes.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,I need some dessert recipes that are quick to make.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,What are some popular recipes for a vegetarian diet?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,Can you list recipes that are both quick and include pasta?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,Find me the latest approved recipes for breakfast.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,Show me some easy-to-make recipes with beef.,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/list,What are the newest approved recipes that include seafood?,natural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,Can you show me the tips for the recipe with id 3562?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,What are the reviews for the recipe with id 1234?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,I'd like to see the tips for the recipe with id 5678.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,Could you load the reviews for the recipe with id 9101?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,Show me the tips for the recipe with id 1121.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,What do people say about the recipe with id 3141?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,Can you display the reviews for the recipe with id 5161?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,I want to see the tips for the recipe with id 7181.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,Load the reviews for the recipe with id 9202.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,tips/list,What are the tips for the recipe with id 1222?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/detail (Deprecated),Can you show me the details for the recipe with ID 12345?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/detail (Deprecated),What are the ingredients and preparation steps for recipe ID 67890?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/detail (Deprecated),I need the nutrition info for the recipe with ID 54321.,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/detail (Deprecated),Could you provide more information about recipe ID 98765?,unnatural
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Tasty,recipes/detail (Deprecated),Show me the details for recipe ID 11223.,unnatural
