index,API name,API method name,utterance,parameters,REQUIRED PARAMETERS,VALUES,FORMAT,ID,TECHNICAL,INTER-DEPENDENCY,SEMANTIC RELEVANT
3,Covid-19 by API-Ninjas,/v1/covid19,"Could you tell me the number of COVID-19 deaths in New York City on October 31, 2023?","{'country': 'United States', 'region': 'New York', 'county': 'New York', 'date': '2023-10-31', 'type': 'deaths'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,"Retrieve the COVID-19 case statistics for Japan on April 20, 2024.","{'country': 'Japan', 'date': '2024-04-20', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,"How many COVID-19 deaths were reported in Florida on August 15, 2022?","{'country': 'United States', 'region': 'Florida', 'date': '2022-08-15', 'type': 'deaths'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,"Please provide the COVID-19 case numbers for South Africa on November 5, 2023.","{'country': 'South Africa', 'date': '2023-11-05', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,"Check the COVID-19 death toll in Illinois on September 1, 2023.","{'country': 'United States', 'region': 'Illinois', 'date': '2023-09-01', 'type': 'deaths'}",,,,,,,
4,Cricket Live Data,Results By Date,"Can you show me the cricket match results from March 15, 2023?",{'date': '2023-03-15'},,,,,,,
4,Cricket Live Data,Results By Date,"I want to check the scores of all cricket games played on December 1, 2022.",{'date': '2022-12-01'},,,,,,,
4,Cricket Live Data,Results By Date,"Please find the cricket match outcomes for July 10, 2021.",{'date': '2021-07-10'},,,,,,,
4,Cricket Live Data,Results By Date,"What were the results of the cricket tournaments on October 5, 2020?",{'date': '2020-10-05'},,,,,,,
4,Cricket Live Data,Results By Date,"Retrieve the cricket scores from the matches held on January 20, 2024.",{'date': '2024-01-20'},,,,,,,
4,Cricket Live Data,Results By Date,"Could you get me the cricket match results for August 18, 2023?",{'date': '2023-08-18'},,,,,,,
4,Cricket Live Data,Results By Date,"List all cricket game results that took place on November 11, 2022.",{'date': '2022-11-11'},,,,,,,
4,Cricket Live Data,Results By Date,"I need to see the cricket scores from February 28, 2021.",{'date': '2021-02-28'},,,,,,,
4,Cricket Live Data,Results By Date,"Show me the outcomes of cricket matches played on September 9, 2020.",{'date': '2020-09-09'},,,,,,,
4,Cricket Live Data,Results By Date,"Find the cricket results for the date April 3, 2023.",{'date': '2023-04-03'},,,,,,,
5,Dezgo,/text2image,"Create a highly detailed digital painting of a futuristic city skyline at sunset with flying cars and neon lights, using a resolution of 800 by 600 pixels.","{'prompt': 'futuristic city skyline at sunset with flying cars and neon lights, digital painting, highly detailed', 'width': 800, 'height': 600}",,,,,,,
5,Dezgo,/text2image,"Can you generate an image of a medieval knight in shining armor standing in a misty forest, with epic lighting and a moody atmosphere?","{'prompt': 'medieval knight in shining armor standing in a misty forest, epic lighting, moody atmosphere'}",,,,,,,
5,Dezgo,/text2image,"Please produce a cartoon-style illustration of a happy golden retriever puppy playing with a red ball in a sunny park, and upscale it by a factor of 2.","{'prompt': 'cartoon-style illustration of a happy golden retriever puppy playing with a red ball in a sunny park', 'upscale': 2}",,,,,,,
5,Dezgo,/text2image,"I want to see a surreal artwork of a giant octopus wrapped around a lighthouse during a stormy night, with dark clouds and lightning.","{'prompt': 'surreal artwork of a giant octopus wrapped around a lighthouse during a stormy night, dark clouds, lightning'}",,,,,,,
5,Dezgo,/text2image,"Generate a portrait of a young woman with blue hair and futuristic cyberpunk makeup, using the 'waifudiffusion_1_4' model and 50 sampling steps for more detail.","{'prompt': 'portrait of a young woman with blue hair and futuristic cyberpunk makeup', 'model': 'waifudiffusion_1_4', 'steps': 50}",,,,,,,
5,Dezgo,/text2image,"Could you make an image of a vintage steam locomotive crossing a mountain bridge at dawn, with warm lighting and realistic textures?","{'prompt': 'vintage steam locomotive crossing a mountain bridge at dawn, warm lighting, realistic textures'}",,,,,,,
5,Dezgo,/text2image,"Show me a fantasy scene of a dragon perched on a cliff overlooking a medieval castle, with dramatic clouds and sunset colors, but exclude any humans or knights.","{'prompt': 'fantasy scene of a dragon perched on a cliff overlooking a medieval castle, dramatic clouds, sunset colors', 'negative_prompt': 'humans, knights'}",,,,,,,
5,Dezgo,/text2image,"Make a pixel art style image of a spaceship landing on an alien planet with purple skies and strange plants, sized 512 by 512 pixels.","{'prompt': 'pixel art style image of a spaceship landing on an alien planet with purple skies and strange plants', 'width': 512, 'height': 512}",,,,,,,
5,Dezgo,/text2image,"Create a dreamy watercolor painting of cherry blossom trees in full bloom along a riverbank, with soft pastel colors and gentle lighting.","{'prompt': 'dreamy watercolor painting of cherry blossom trees in full bloom along a riverbank, soft pastel colors, gentle lighting'}",,,,,,,
5,Dezgo,/text2image,"I want an image of a sleek black sports car racing through a neon-lit city street at night, using the 'synthwavepunk_v2' model and the 'dpm' sampler for a stylized effect.","{'prompt': 'sleek black sports car racing through a neon-lit city street at night', 'model': 'synthwavepunk_v2', 'sampler': 'dpm'}",,,,,,,
6,EveryEarthquake,Earthquakes,Can you find the 50 most recent earthquakes with a magnitude of at least 5 near Tokyo within a 200 kilometer radius?,"{'count': '50', 'magnitude': '5', 'latitude': '35.6762', 'longitude': '139.6503', 'radius': '200', 'units': 'kilometers'}",,,,,,,
6,EveryEarthquake,Earthquakes,Show me all earthquakes stronger than magnitude 4 that happened within 100 miles of San Francisco in the last 100 events.,"{'magnitude': '4', 'latitude': '37.7749', 'longitude': '-122.4194', 'radius': '100', 'units': 'miles', 'count': '100'}",,,,,,,
6,EveryEarthquake,Earthquakes,I want to see the 20 most recent earthquakes near Mexico City with an intensity of at least 3 within a 150 kilometer radius.,"{'count': '20', 'intensity': '3', 'latitude': '19.4326', 'longitude': '-99.1332', 'radius': '150', 'units': 'kilometers'}",,,,,,,
6,EveryEarthquake,Earthquakes,Get me the latest 100 earthquakes worldwide with a magnitude greater than 6.,"{'count': '100', 'magnitude': '6'}",,,,,,,
6,EveryEarthquake,Earthquakes,Find all earthquakes with at least magnitude 4 within 50 miles of Los Angeles and list the 30 most recent ones.,"{'magnitude': '4', 'latitude': '34.0522', 'longitude': '-118.2437', 'radius': '50', 'units': 'miles', 'count': '30'}",,,,,,,
6,EveryEarthquake,Earthquakes,Could you retrieve the 10 strongest earthquakes near Istanbul within a 100 kilometer radius?,"{'count': '10', 'latitude': '41.0082', 'longitude': '28.9784', 'radius': '100', 'units': 'kilometers'}",,,,,,,
6,EveryEarthquake,Earthquakes,List the 100 most recent earthquakes with a magnitude of 3 or higher that occurred anywhere in the world.,"{'count': '100', 'magnitude': '3'}",,,,,,,
6,EveryEarthquake,Earthquakes,"Please find earthquakes with a magnitude above 5 within 75 miles of Anchorage, Alaska, and show me the 25 latest events.","{'magnitude': '5', 'latitude': '61.2181', 'longitude': '-149.9003', 'radius': '75', 'units': 'miles', 'count': '25'}",,,,,,,
6,EveryEarthquake,Earthquakes,"I want to check for any earthquakes with intensity greater than 2 near Wellington, New Zealand, within a 100 kilometer radius, showing the 15 most recent.","{'intensity': '2', 'latitude': '-41.2865', 'longitude': '174.7762', 'radius': '100', 'units': 'kilometers', 'count': '15'}",,,,,,,
6,EveryEarthquake,Earthquakes,"Retrieve the 40 most recent earthquakes near Rome, Italy, within 120 kilometers, with a minimum magnitude of 4.","{'count': '40', 'magnitude': '4', 'latitude': '41.9028', 'longitude': '12.4964', 'radius': '120', 'units': 'kilometers'}",,,,,,,
7,Flightera Flight Data,airlineStatistics,Can you check the on-time performance statistics for Lufthansa today?,{'iata': 'LH'},,,,,,,
7,Flightera Flight Data,airlineStatistics,I want to see detailed flight stats for American Airlines using their ICAO code.,{'icao': 'AAL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Please find the current day's airline statistics for Delta Air Lines by their IATA code.,{'iata': 'DL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Could you provide me with the flight performance data for Emirates using their airline ident?,{'ident': 'EK'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Show me the latest on-time statistics for British Airways based on their ICAO code.,{'icao': 'BAW'},,,,,,,
7,Flightera Flight Data,airlineStatistics,"I need the daily airline statistics for Air France, can you get that by their IATA code?",{'iata': 'AF'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Retrieve the flight status and performance details for Japan Airlines using their ident code.,{'ident': 'JAL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Look up the current airline statistics for Qatar Airways with their ICAO identifier.,{'icao': 'QTR'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Get me the on-time performance report for Southwest Airlines by their IATA code.,{'iata': 'WN'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Find the detailed flight data for Singapore Airlines using their airline ident code.,{'ident': 'SIA'},,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Can you check the departure delay statistics for JFK airport on March 15, 2024?","{'isDeparture': True, 'dt': '2024-03-15', 'ident': 'JFK'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"I need the arrival delay data for Los Angeles International Airport on April 10, 2024.","{'isDeparture': False, 'dt': '2024-04-10', 'ident': 'LAX'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Show me how many flights were delayed departing from Heathrow on February 20, 2024.","{'isDeparture': True, 'dt': '2024-02-20', 'ident': 'LHR'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Find the daily delay statistics for arrivals at Tokyo Haneda Airport on January 5, 2024.","{'isDeparture': False, 'dt': '2024-01-05', 'ident': 'HND'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Get the departure delay report for Chicago O'Hare on May 1, 2024.","{'isDeparture': True, 'dt': '2024-05-01', 'ident': 'ORD'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Could you provide the arrival delay statistics for Dubai International Airport on June 12, 2024?","{'isDeparture': False, 'dt': '2024-06-12', 'ident': 'DXB'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"I want to see the departure delays at Sydney Airport for July 4, 2024.","{'isDeparture': True, 'dt': '2024-07-04', 'ident': 'SYD'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Retrieve the arrival delay data for Paris Charles de Gaulle Airport on August 18, 2024.","{'isDeparture': False, 'dt': '2024-08-18', 'ident': 'CDG'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Please check the departure delay statistics for San Francisco International Airport on September 30, 2024.","{'isDeparture': True, 'dt': '2024-09-30', 'ident': 'SFO'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Look up the arrival delay statistics for Frankfurt Airport on October 22, 2024.","{'isDeparture': False, 'dt': '2024-10-22', 'ident': 'FRA'}",,,,,,,
9,Foreca Weather,Daily,Can you check the 5-day weather forecast for Tokyo and tell me the temperature in Fahrenheit?,"{'location': 'Tokyo', 'periods': 5, 'tempunit': 'F'}",,,,,,,
9,Foreca Weather,Daily,"I need the daily weather report for Denver at 1600 meters altitude, including wind speed in kilometers per hour.","{'location': 'Denver', 'alt': 1600, 'windunit': 'KMH'}",,,,,,,
9,Foreca Weather,Daily,Give me the full daily forecast for Paris for the next 7 days with temperatures in Celsius.,"{'location': 'Paris', 'periods': 7, 'tempunit': 'C', 'dataset': 'full'}",,,,,,,
9,Foreca Weather,Daily,What’s the weather outlook for New York City over the next 3 days? Please include wind speed in meters per second.,"{'location': 'New York City', 'periods': 3, 'windunit': 'MS'}",,,,,,,
9,Foreca Weather,Daily,"Fetch the daily weather forecast for Sydney for 10 days, and show temperatures in Celsius and wind speed in miles per hour.","{'location': 'Sydney', 'periods': 10, 'tempunit': 'C', 'windunit': 'MPH'}",,,,,,,
9,Foreca Weather,Daily,"I want to see the weather forecast for London for the next week, including altitude set at 35 meters.","{'location': 'London', 'periods': 7, 'alt': 35}",,,,,,,
9,Foreca Weather,Daily,Please provide the daily weather details for Rio de Janeiro with temperature in Fahrenheit and wind speed in kilometers per hour for 6 days.,"{'location': 'Rio de Janeiro', 'periods': 6, 'tempunit': 'F', 'windunit': 'KMH'}",,,,,,,
9,Foreca Weather,Daily,"Show me the full daily weather forecast for Cape Town for 8 days, using default units but with altitude set to 50 meters.","{'location': 'Cape Town', 'periods': 8, 'alt': 50, 'dataset': 'full'}",,,,,,,
9,Foreca Weather,Daily,"Could you get the weather forecast for Moscow for the next 4 days, with temperatures in Celsius and wind speed in meters per second?","{'location': 'Moscow', 'periods': 4, 'tempunit': 'C', 'windunit': 'MS'}",,,,,,,
9,Foreca Weather,Daily,"Retrieve the daily weather forecast for Mumbai for 12 days, showing temperature in Celsius and wind speed in miles per hour.","{'location': 'Mumbai', 'periods': 12, 'tempunit': 'C', 'windunit': 'MPH'}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Can you send a WhatsApp message to 919812345678 with the text 'Your order #12345 has been shipped and will arrive tomorrow' using the service ID 45?,"{'your_number': 919812345678, 'your_message': 'Your order #12345 has been shipped and will arrive tomorrow', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"Please notify 919876543210 on WhatsApp that the meeting scheduled for 3 PM today is postponed, using ID 45.","{'your_number': 919876543210, 'your_message': 'The meeting scheduled for 3 PM today is postponed', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,I want to send a bulk WhatsApp message to 919900112233 saying 'Flash sale starts at 6 PM! Don't miss out!' with the ID 45.,"{'your_number': 919900112233, 'your_message': ""Flash sale starts at 6 PM! Don't miss out!"", 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Could you send a WhatsApp OTP message to 919988776655 with 'Your OTP for login is 482913' using the service ID 45?,"{'your_number': 919988776655, 'your_message': 'Your OTP for login is 482913', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a WhatsApp notification to 919955443322 informing 'Your subscription to TechDaily has been renewed successfully' with ID 45.,"{'your_number': 919955443322, 'your_message': 'Your subscription to TechDaily has been renewed successfully', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,I need to broadcast a WhatsApp message to 919977665544 that says 'Reminder: Yoga class starts at 7 AM tomorrow' using ID 45.,"{'your_number': 919977665544, 'your_message': 'Reminder: Yoga class starts at 7 AM tomorrow', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Please send a WhatsApp alert to 919933221100 about 'Your flight AI202 to New Delhi is delayed by 2 hours' with the service ID 45.,"{'your_number': 919933221100, 'your_message': 'Your flight AI202 to New Delhi is delayed by 2 hours', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Could you deliver a WhatsApp marketing message to 919944556677 that reads 'Get 20% off on all electronics this weekend!' using ID 45?,"{'your_number': 919944556677, 'your_message': 'Get 20% off on all electronics this weekend!', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a WhatsApp message to 919911223344 saying 'Your appointment with Dr. Sharma is confirmed for 10 AM on 15th June' using the ID 45.,"{'your_number': 919911223344, 'your_message': 'Your appointment with Dr. Sharma is confirmed for 10 AM on 15th June', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,I want to send a WhatsApp bulk message to 919900998877 with 'Join our webinar on digital marketing this Friday at 5 PM' using service ID 45.,"{'your_number': 919900998877, 'your_message': 'Join our webinar on digital marketing this Friday at 5 PM', 'id': 45}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Can you find me available rooms for two adults checking in at the Ritz Carlton Dubai on July 10th and checking out on July 15th?,"{'adults_number': 2, 'checkin_date': '2024-07-10', 'checkout_date': '2024-07-15', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"I need a room for one adult and a 3-year-old child at the Atlantis The Palm from August 5th to August 10th, please check availability.","{'adults_number': 1, 'children_ages': '3', 'checkin_date': '2024-08-05', 'checkout_date': '2024-08-10', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Look up rooms for three adults at the Burj Al Arab from September 1st to September 4th and show me the options.,"{'adults_number': 3, 'checkin_date': '2024-09-01', 'checkout_date': '2024-09-04', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Please check if there are any rooms available for two adults and two children aged 5 and 7 at the Jumeirah Beach Hotel from October 12th to October 18th.,"{'adults_number': 2, 'children_ages': '5,7', 'checkin_date': '2024-10-12', 'checkout_date': '2024-10-18', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Find me a single room for one adult at the Armani Hotel Dubai from November 20th to November 22nd.,"{'adults_number': 1, 'checkin_date': '2024-11-20', 'checkout_date': '2024-11-22', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Could you search for available rooms for four adults at the Address Downtown Dubai between December 24th and December 28th?,"{'adults_number': 4, 'checkin_date': '2024-12-24', 'checkout_date': '2024-12-28', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),I want to book a room for two adults and one infant under 1 year old at the Sofitel Dubai The Palm from January 15th to January 20th.,"{'adults_number': 2, 'children_ages': '0', 'checkin_date': '2025-01-15', 'checkout_date': '2025-01-20', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Check availability for a couple staying at the Waldorf Astoria Dubai Palm Jumeirah from February 10th to February 14th.,"{'adults_number': 2, 'checkin_date': '2025-02-10', 'checkout_date': '2025-02-14', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Can you find rooms for three adults and one child aged 6 at the Rove Downtown Dubai from March 5th to March 9th?,"{'adults_number': 3, 'children_ages': '6', 'checkin_date': '2025-03-05', 'checkout_date': '2025-03-09', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Reserve a room for one adult at the Hilton Dubai Creek from April 1st to April 3rd and show me the available options.,"{'adults_number': 1, 'checkin_date': '2025-04-01', 'checkout_date': '2025-04-03', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Can you show me all the kanji characters taught in the 3rd grade of Japanese school?,{'grade': '3'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,I want to learn the kanji that are introduced in the 1st grade; please list them for me.,{'grade': '1'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Find the kanji characters that 5th graders study in Japan and help me practice them.,{'grade': '5'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Please provide the kanji set for the 2nd grade so I can improve my reading skills.,{'grade': '2'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Could you gather the kanji characters assigned to 4th grade students for my study session?,{'grade': '4'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,List all the kanji that are part of the 6th grade curriculum in Japanese elementary schools.,{'grade': '6'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Help me review the kanji taught in the 1st grade by showing me their meanings and strokes.,{'grade': '1'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,I need to memorize the kanji for the 3rd grade level; can you provide the full list?,{'grade': '3'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Show me the kanji characters that are introduced in the 5th grade so I can prepare for my test.,{'grade': '5'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Retrieve the kanji taught in the 4th grade to help me with my Japanese homework.,{'grade': '4'},,,,,,,
13,Movie Database Alternative,By Search,Can you find me all the movies titled 'Inception' released in 2010?,"{'s': 'Inception', 'y': '2010'}",,,,,,,
13,Movie Database Alternative,By Search,Look up the first page of search results for the movie 'The Matrix' and tell me what you find.,"{'s': 'The Matrix', 'page': '1'}",,,,,,,
13,Movie Database Alternative,By Search,I want to see a list of comedy films named 'The Hangover' and their details.,"{'s': 'The Hangover', 'type': 'movie'}",,,,,,,
13,Movie Database Alternative,By Search,Search for the movie 'Titanic' and get me the poster and box office information.,{'s': 'Titanic'},,,,,,,
13,Movie Database Alternative,By Search,Could you find all the TV series called 'Friends' and show me their release years?,"{'s': 'Friends', 'type': 'series'}",,,,,,,
13,Movie Database Alternative,By Search,Please search for 'Spider-Man' movies and list the directors and actors involved.,{'s': 'Spider-Man'},,,,,,,
13,Movie Database Alternative,By Search,Find the movie 'Joker' and tell me its runtime and awards it has won.,{'s': 'Joker'},,,,,,,
13,Movie Database Alternative,By Search,Get me the details of 'Avengers: Endgame' including its Metascore rating and production company.,{'s': 'Avengers Endgame'},,,,,,,
13,Movie Database Alternative,By Search,I want to browse the second page of search results for 'Harry Potter' movies.,"{'s': 'Harry Potter', 'page': '2'}",,,,,,,
13,Movie Database Alternative,By Search,Look up the movie 'Interstellar' and provide the plot summary and release date.,{'s': 'Interstellar'},,,,,,,
14,Netflix_v2,Search,Can you find me the top 10 titles related to 'Breaking Bad' in English?,"{'query': 'Breaking Bad', 'lang': 'en', 'limit_titles': 10}",,,,,,,
14,Netflix_v2,Search,Look up documentaries about climate change and show me 5 suggestions.,"{'query': 'climate change', 'limit_suggestions': 5}",,,,,,,
14,Netflix_v2,Search,I want to see movies similar to 'Inception'; get me 15 titles starting from the 5th result.,"{'query': 'Inception', 'limit_titles': 15, 'offset': 5}",,,,,,,
14,Netflix_v2,Search,Search for Spanish language TV shows about cooking and list 8 of them.,"{'query': 'cooking', 'lang': 'es', 'limit_titles': 8}",,,,,,,
14,Netflix_v2,Search,Find me 20 thriller series and also provide 10 related suggestions.,"{'query': 'thriller', 'limit_titles': 20, 'limit_suggestions': 10}",,,,,,,
14,Netflix_v2,Search,Could you get details on the latest 12 superhero movies available?,"{'query': 'superhero', 'limit_titles': 12}",,,,,,,
14,Netflix_v2,Search,Show me 7 comedy shows starting from the 3rd title in the list.,"{'query': 'comedy', 'limit_titles': 7, 'offset': 2}",,,,,,,
14,Netflix_v2,Search,I’m interested in Japanese anime series; find 10 titles and 5 suggestions for me.,"{'query': 'anime', 'lang': 'ja', 'limit_titles': 10, 'limit_suggestions': 5}",,,,,,,
14,Netflix_v2,Search,Get me a list of 6 romantic movies in French with some suggestions as well.,"{'query': 'romantic', 'lang': 'fr', 'limit_titles': 6, 'limit_suggestions': 4}",,,,,,,
14,Netflix_v2,Search,Search for documentaries on space exploration and show me 10 titles starting from the 10th result.,"{'query': 'space exploration', 'limit_titles': 10, 'offset': 9}",,,,,,,
15,NOWPayments,3.Getestimatedprice,How much Bitcoin would I need to pay for a $1500 laptop purchase?,"{'amount': 1500, 'currency_from': 'usd', 'currency_to': 'btc'}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Convert 200 euros into Ethereum so I know how much crypto to send for my concert tickets.,"{'amount': 200, 'currency_from': 'eur', 'currency_to': 'eth'}",,,,,,,
