index,API name,API method name,utterance,parameters,REQUIRED PARAMETERS,VALUES,FORMAT,ID,TECHNICAL,INTER-DEPENDENCY,SEMANTIC RELEVANT
3,Covid-19 by API-Ninjas,/v1/covid19,How many Covid-19 cases were reported in Italy on 2021-12-01?,"{'country': 'Italy', 'date': '2021-12-01', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,Show me the number of Covid-19 deaths in Brazil.,"{'country': 'Brazil', 'type': 'deaths'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,What were the Covid-19 cases in the United States on 2020-05-15?,"{'country': 'United States', 'date': '2020-05-15', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,Give me the Covid-19 death count for India on 2022-03-10.,"{'country': 'India', 'date': '2022-03-10', 'type': 'deaths'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,"How many Covid-19 cases were there in Ontario, Canada on 2021-09-01?","{'country': 'Canada', 'region': 'Ontario', 'date': '2021-09-01', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,"Show me the Covid-19 deaths in Los Angeles County, California, United States.","{'country': 'United States', 'region': 'California', 'county': 'Los Angeles', 'type': 'deaths'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,What is the total number of Covid-19 cases in Germany?,"{'country': 'Germany', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,"How many Covid-19 deaths were reported in Tokyo, Japan on 2021-08-20?","{'country': 'Japan', 'region': 'Tokyo', 'date': '2021-08-20', 'type': 'deaths'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,Give me the Covid-19 case count for France on 2022-01-01.,"{'country': 'France', 'date': '2022-01-01', 'type': 'cases'}",,,,,,,
3,Covid-19 by API-Ninjas,/v1/covid19,"What were the Covid-19 deaths in Harris County, Texas, United States on 2021-07-15?","{'country': 'United States', 'region': 'Texas', 'county': 'Harris', 'date': '2021-07-15', 'type': 'deaths'}",,,,,,,
4,Cricket Live Data,Results By Date,Show me all cricket match results from 2023-04-15.,{'date': '2023-04-15'},,,,,,,
4,Cricket Live Data,Results By Date,What were the cricket scores on 2022-11-05?,{'date': '2022-11-05'},,,,,,,
4,Cricket Live Data,Results By Date,List the cricket fixtures and results for 2021-06-10.,{'date': '2021-06-10'},,,,,,,
4,Cricket Live Data,Results By Date,Can I get the cricket match results for 2020-09-20?,{'date': '2020-09-20'},,,,,,,
4,Cricket Live Data,Results By Date,Give me the cricket results for 2019-12-25.,{'date': '2019-12-25'},,,,,,,
4,Cricket Live Data,Results By Date,What happened in cricket on 2023-01-01?,{'date': '2023-01-01'},,,,,,,
4,Cricket Live Data,Results By Date,Show cricket match outcomes for 2022-07-18.,{'date': '2022-07-18'},,,,,,,
4,Cricket Live Data,Results By Date,I want to see the cricket results from 2021-03-30.,{'date': '2021-03-30'},,,,,,,
4,Cricket Live Data,Results By Date,Tell me the cricket scores for 2020-10-12.,{'date': '2020-10-12'},,,,,,,
4,Cricket Live Data,Results By Date,Fetch all cricket match results for 2022-05-22.,{'date': '2022-05-22'},,,,,,,
5,Dezgo,/text2image,Generate an image of a futuristic city skyline at sunset.,{'prompt': 'a futuristic city skyline at sunset'},,,,,,,
5,Dezgo,/text2image,"Create a highly detailed portrait of a medieval knight in armor, using the realistic_vision_1_3 model.","{'prompt': 'a highly detailed portrait of a medieval knight in armor', 'model': 'realistic_vision_1_3'}",,,,,,,
5,Dezgo,/text2image,"Show me a digital painting of a dragon flying over mountains, with a width of 800 and height of 600.","{'prompt': 'a digital painting of a dragon flying over mountains', 'width': 800, 'height': 600}",,,,,,,
5,Dezgo,/text2image,"Generate an image of a serene Japanese garden in spring, but avoid any people in the scene.","{'prompt': 'a serene Japanese garden in spring', 'negative_prompt': 'people'}",,,,,,,
5,Dezgo,/text2image,"Create a cartoon-style cat astronaut on the moon, using the anything_4_0 model and 50 steps.","{'prompt': 'a cartoon-style cat astronaut on the moon', 'model': 'anything_4_0', 'steps': 50}",,,,,,,
5,Dezgo,/text2image,"Make an image of a magical forest with glowing plants, using a seed of 12345 and guidance set to 10.","{'prompt': 'a magical forest with glowing plants', 'seed': 12345, 'guidance': 10}",,,,,,,
5,Dezgo,/text2image,"Draw a low-poly world map in synthwave colors, with the synthwavepunk_v2 model and upscale by 2.","{'prompt': 'a low-poly world map in synthwave colors', 'model': 'synthwavepunk_v2', 'upscale': 2}",,,,,,,
5,Dezgo,/text2image,"Generate a photorealistic image of a plate of sushi, using the sampler 'dpm' and 40 steps.","{'prompt': 'a photorealistic image of a plate of sushi', 'sampler': 'dpm', 'steps': 40}",,,,,,,
5,Dezgo,/text2image,"Create an image of a fantasy castle floating in the clouds, with a width of 1024 and height of 768, and use the openjourney_2 model.","{'prompt': 'a fantasy castle floating in the clouds', 'width': 1024, 'height': 768, 'model': 'openjourney_2'}",,,,,,,
5,Dezgo,/text2image,"Show me a vector art of a hummingbird in flight, using the vectorartz_diffusion model and a negative prompt to avoid blurry images.","{'prompt': 'a vector art of a hummingbird in flight', 'model': 'vectorartz_diffusion', 'negative_prompt': 'blurry'}",,,,,,,
6,EveryEarthquake,Earthquakes,Show me the 100 most recent earthquakes worldwide.,{},,,,,,,
6,EveryEarthquake,Earthquakes,List the 50 most recent earthquakes with a magnitude of at least 5.,"{'count': '50', 'magnitude': '5'}",,,,,,,
6,EveryEarthquake,Earthquakes,Find all quarry blasts near latitude 40.7128 and longitude -74.0060 within a 50 mile radius.,"{'latitude': '40.7128', 'longitude': '-74.0060', 'radius': '50', 'units': 'miles', 'type': 'quarry blasts'}",,,,,,,
6,EveryEarthquake,Earthquakes,"Get the 200 most recent earthquakes in the world, starting from the 101st result.","{'count': '200', 'start': '101'}",,,,,,,
6,EveryEarthquake,Earthquakes,"Show me all explosions with intensity 4 or higher near Tokyo, Japan, within a 100 kilometer radius.","{'latitude': '35.6895', 'longitude': '139.6917', 'radius': '100', 'units': 'kilometers', 'type': 'explosions', 'intensity': '4'}",,,,,,,
6,EveryEarthquake,Earthquakes,"List earthquakes of at least magnitude 6 near San Francisco, CA, within a 200 mile radius.","{'latitude': '37.7749', 'longitude': '-122.4194', 'radius': '200', 'units': 'miles', 'magnitude': '6'}",,,,,,,
6,EveryEarthquake,Earthquakes,Show the 10 most recent earthquakes with intensity 7 or higher.,"{'count': '10', 'intensity': '7'}",,,,,,,
6,EveryEarthquake,Earthquakes,"Find all earthquakes near Sydney, Australia, within a 300 kilometer radius.","{'latitude': '-33.8688', 'longitude': '151.2093', 'radius': '300', 'units': 'kilometers'}",,,,,,,
6,EveryEarthquake,Earthquakes,Get the 500 most recent earthquakes of any type.,{'count': '500'},,,,,,,
6,EveryEarthquake,Earthquakes,"List all earthquakes with a magnitude of at least 4 near Mexico City, within a 100 mile radius.","{'latitude': '19.4326', 'longitude': '-99.1332', 'radius': '100', 'units': 'miles', 'magnitude': '4'}",,,,,,,
7,Flightera Flight Data,airlineStatistics,Show me the latest statistics for Delta Air Lines using its IATA code DAL.,{'iata': 'DAL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Can you provide airline statistics for Lufthansa with ICAO code DLH?,{'icao': 'DLH'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Get me the current day's performance data for American Airlines using its ident AAL.,{'ident': 'AAL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,"I want to see the on-time performance for Emirates, IATA code EK.",{'iata': 'EK'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Give me detailed statistics for British Airways with ICAO code BAW.,{'icao': 'BAW'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Fetch the airline statistics for Air France using ident AFR.,{'ident': 'AFR'},,,,,,,
7,Flightera Flight Data,airlineStatistics,"Show me today's statistics for United Airlines, IATA code UA.",{'iata': 'UA'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Provide the latest performance data for Qantas with ICAO code QFA.,{'icao': 'QFA'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Can I get the airline statistics for Singapore Airlines using ident SIA?,{'ident': 'SIA'},,,,,,,
7,Flightera Flight Data,airlineStatistics,"What are the current statistics for Southwest Airlines, IATA code WN?",{'iata': 'WN'},,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,What were the departure delay statistics for JFK airport on 2023-06-15?,"{'isDeparture': True, 'dt': '2023-06-15', 'ident': 'JFK'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Show me the arrival delay stats for LAX on March 1st, 2024.","{'isDeparture': False, 'dt': '2024-03-01', 'ident': 'LAX'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,How many departing flights were delayed at ORD on 2022-12-20?,"{'isDeparture': True, 'dt': '2022-12-20', 'ident': 'ORD'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,Give me the arrival delay statistics for ATL on 2023-11-05.,"{'isDeparture': False, 'dt': '2023-11-05', 'ident': 'ATL'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"What was the departure delay performance at SFO on July 4, 2023?","{'isDeparture': True, 'dt': '2023-07-04', 'ident': 'SFO'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,Show arrival delays for DFW on 2023-08-10.,"{'isDeparture': False, 'dt': '2023-08-10', 'ident': 'DFW'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,Can you provide departure delay stats for SEA on 2024-01-15?,"{'isDeparture': True, 'dt': '2024-01-15', 'ident': 'SEA'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,What were the arrival delay statistics for BOS on 2023-09-30?,"{'isDeparture': False, 'dt': '2023-09-30', 'ident': 'BOS'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,Give me the departure delay data for MIA on 2023-10-12.,"{'isDeparture': True, 'dt': '2023-10-12', 'ident': 'MIA'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,How did arrivals perform at DEN on 2023-05-22 in terms of delays?,"{'isDeparture': False, 'dt': '2023-05-22', 'ident': 'DEN'}",,,,,,,
9,Foreca Weather,Daily,What's the daily weather forecast for New York City?,{'location': 'New York City'},,,,,,,
9,Foreca Weather,Daily,Give me the 5-day weather outlook for Paris in Fahrenheit.,"{'location': 'Paris', 'periods': 5, 'tempunit': 'F'}",,,,,,,
9,Foreca Weather,Daily,Show me the daily forecast for Tokyo at an altitude of 500 meters.,"{'location': 'Tokyo', 'alt': 500}",,,,,,,
9,Foreca Weather,Daily,What's the weather for the next 3 days in Cape Town using the basic dataset?,"{'location': 'Cape Town', 'periods': 3, 'dataset': 'basic'}",,,,,,,
9,Foreca Weather,Daily,Can I get the daily forecast for Sydney with wind speed in kilometers per hour?,"{'location': 'Sydney', 'windunit': 'KMH'}",,,,,,,
9,Foreca Weather,Daily,Give me the 7-day weather forecast for Berlin in Celsius.,"{'location': 'Berlin', 'periods': 7, 'tempunit': 'C'}",,,,,,,
9,Foreca Weather,Daily,What's the daily weather for Rio de Janeiro at sea level using the full dataset?,"{'location': 'Rio de Janeiro', 'alt': 0, 'dataset': 'full'}",,,,,,,
9,Foreca Weather,Daily,Show me the 10-day forecast for Toronto with wind speed in miles per hour.,"{'location': 'Toronto', 'periods': 10, 'windunit': 'MPH'}",,,,,,,
9,Foreca Weather,Daily,What's the daily forecast for Dubai at 300 meters altitude in Fahrenheit?,"{'location': 'Dubai', 'alt': 300, 'tempunit': 'F'}",,,,,,,
9,Foreca Weather,Daily,Give me the 12-day weather forecast for Mumbai using the full dataset and wind speed in knots.,"{'location': 'Mumbai', 'periods': 12, 'dataset': 'full', 'windunit': 'KT'}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"Send a WhatsApp message saying 'Hello, this is a test message from GetItSMS' from the number 919876543210 with id 45.","{'your_number': '919876543210', 'your_message': 'Hello, this is a test message from GetItSMS', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"Use 919812345678 to send 'Your OTP is 123456. Please do not share it with anyone.' via WhatsApp, id 45.","{'your_number': '919812345678', 'your_message': 'Your OTP is 123456. Please do not share it with anyone.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send 'Your order #7890 has been shipped and will arrive soon.' from 919900112233 on WhatsApp with id 45.,"{'your_number': '919900112233', 'your_message': 'Your order #7890 has been shipped and will arrive soon.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"From 919876543210, send 'Happy Diwali! Wishing you and your family a wonderful festival.' on WhatsApp, id 45.","{'your_number': '919876543210', 'your_message': 'Happy Diwali! Wishing you and your family a wonderful festival.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"Send 'Your appointment is confirmed for 10th June at 3 PM.' using WhatsApp from 919845612345, id 45.","{'your_number': '919845612345', 'your_message': 'Your appointment is confirmed for 10th June at 3 PM.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"Use 919812398765 to send 'Thank you for registering with us. Welcome aboard!' on WhatsApp, id 45.","{'your_number': '919812398765', 'your_message': 'Thank you for registering with us. Welcome aboard!', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"Send 'Flash Sale! Get 20% off on all products today only.' from 919876543210 via WhatsApp, id 45.","{'your_number': '919876543210', 'your_message': 'Flash Sale! Get 20% off on all products today only.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"From 919834567890, send 'Your subscription will expire in 3 days. Please renew soon.' on WhatsApp, id 45.","{'your_number': '919834567890', 'your_message': 'Your subscription will expire in 3 days. Please renew soon.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"Send 'Congratulations! You have won a gift voucher. Check your email for details.' using WhatsApp from 919876543210, id 45.","{'your_number': '919876543210', 'your_message': 'Congratulations! You have won a gift voucher. Check your email for details.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"Use 919812345678 to send 'We have received your feedback. Thank you for helping us improve!' on WhatsApp, id 45.","{'your_number': '919812345678', 'your_message': 'We have received your feedback. Thank you for helping us improve!', 'id': 45}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Show me available rooms at hotel 1105156 in Dubai for 2 adults, checking in on 2023-10-10 and checking out on 2023-10-15. Use the AE domain and English UK locale.","{'adults_number': 2, 'checkin_date': '2023-10-10', 'checkout_date': '2023-10-15', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 1105156}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Find rooms for 1 adult at hotel 2203345, check in on 2023-11-01 and check out on 2023-11-05, domain AE, locale en_GB.","{'adults_number': 1, 'checkin_date': '2023-11-01', 'checkout_date': '2023-11-05', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 2203345}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"I need a room for 3 adults at hotel 3344556, check-in 2023-12-20, check-out 2023-12-25, domain AE, locale en_GB.","{'adults_number': 3, 'checkin_date': '2023-12-20', 'checkout_date': '2023-12-25', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 3344556}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Book a room at hotel 4455667 for 2 adults and 2 children aged 5 and 8, check in 2024-01-10, check out 2024-01-15, domain AE, locale en_GB.","{'adults_number': 2, 'checkin_date': '2024-01-10', 'checkout_date': '2024-01-15', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 4455667, 'children_ages': '5,8'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Show me available rooms at hotel 5566778 for 1 adult and a baby (age 0), check-in 2023-09-30, check-out 2023-10-02, domain AE, locale en_GB.","{'adults_number': 1, 'checkin_date': '2023-09-30', 'checkout_date': '2023-10-02', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 5566778, 'children_ages': '0'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Find rooms at hotel 6677889 for 2 adults, check in 2023-10-05, check out 2023-10-08, domain AE, locale en_GB.","{'adults_number': 2, 'checkin_date': '2023-10-05', 'checkout_date': '2023-10-08', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 6677889}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"I want to see available rooms at hotel 7788990 for 4 adults, check-in 2023-11-15, check-out 2023-11-20, domain AE, locale en_GB.","{'adults_number': 4, 'checkin_date': '2023-11-15', 'checkout_date': '2023-11-20', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 7788990}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Get me a room at hotel 8899001 for 2 adults and 1 child age 7, check in 2023-12-01, check out 2023-12-04, domain AE, locale en_GB.","{'adults_number': 2, 'checkin_date': '2023-12-01', 'checkout_date': '2023-12-04', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 8899001, 'children_ages': '7'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Check available rooms at hotel 9900112 for 1 adult, check-in 2023-10-12, check-out 2023-10-14, domain AE, locale en_GB.","{'adults_number': 1, 'checkin_date': '2023-10-12', 'checkout_date': '2023-10-14', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 9900112}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Show me rooms at hotel 10111213 for 2 adults and 3 children ages 3, 6, and 9, check in 2023-11-25, check out 2023-11-30, domain AE, locale en_GB.","{'adults_number': 2, 'checkin_date': '2023-11-25', 'checkout_date': '2023-11-30', 'domain': 'AE', 'locale': 'en_GB', 'hotel_id': 10111213, 'children_ages': '3,6,9'}",,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Show me all kanji taught in grade 1.,{'grade': '1'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,List the kanji characters for grade 3 students.,{'grade': '3'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,What kanji are introduced in grade 5?,{'grade': '5'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Give me the kanji for grade 2.,{'grade': '2'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Which kanji do Japanese students learn in grade 4?,{'grade': '4'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Find all kanji for grade 6.,{'grade': '6'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Can you show me the kanji taught in grade 7?,{'grade': '7'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,I want to see the kanji for grade 8.,{'grade': '8'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Please list kanji for grade 9.,{'grade': '9'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,What are the kanji for grade 10?,{'grade': '10'},,,,,,,
13,Movie Database Alternative,By Search,Find movies with the title Inception.,{'s': 'Inception'},,,,,,,
13,Movie Database Alternative,By Search,Show me all Batman movies released in 2008.,"{'s': 'Batman', 'y': '2008'}",,,,,,,
13,Movie Database Alternative,By Search,Search for the TV series Friends.,"{'s': 'Friends', 'type': 'series'}",,,,,,,
13,Movie Database Alternative,By Search,List all Star Wars movies on page 2 of the results.,"{'s': 'Star Wars', 'page': '2'}",,,,,,,
13,Movie Database Alternative,By Search,Find documentaries about nature.,"{'s': 'nature', 'type': 'movie'}",,,,,,,
13,Movie Database Alternative,By Search,Show me animated movies called Frozen.,"{'s': 'Frozen', 'type': 'movie'}",,,,,,,
13,Movie Database Alternative,By Search,Search for the movie Titanic from 1997.,"{'s': 'Titanic', 'y': '1997'}",,,,,,,
13,Movie Database Alternative,By Search,Find all episodes of the series Breaking Bad.,"{'s': 'Breaking Bad', 'type': 'series'}",,,,,,,
13,Movie Database Alternative,By Search,Show me the search results for The Matrix in XML format.,"{'s': 'The Matrix', 'r': 'xml'}",,,,,,,
13,Movie Database Alternative,By Search,Search for movies titled Spider-Man on page 3.,"{'s': 'Spider-Man', 'page': '3'}",,,,,,,
14,Netflix_v2,Search,Find information about the show Stranger Things.,{'query': 'Stranger Things'},,,,,,,
14,Netflix_v2,Search,Search for movies related to The Witcher in Spanish.,"{'query': 'The Witcher', 'lang': 'es'}",,,,,,,
14,Netflix_v2,Search,Show me 5 titles for the query Money Heist.,"{'query': 'Money Heist', 'limit_titles': 5}",,,,,,,
14,Netflix_v2,Search,Give me 10 suggestions for the show Bridgerton.,"{'query': 'Bridgerton', 'limit_suggestions': 10}",,,,,,,
14,Netflix_v2,Search,Search for documentaries about nature and show results in French.,"{'query': 'nature documentaries', 'lang': 'fr'}",,,,,,,
14,Netflix_v2,Search,Find the first 3 results for the movie Roma.,"{'query': 'Roma', 'limit_titles': 3}",,,,,,,
14,Netflix_v2,Search,Search for comedy specials and give me 15 suggestions.,"{'query': 'comedy specials', 'limit_suggestions': 15}",,,,,,,
14,Netflix_v2,Search,Look up Lupin and show me the results starting from the 5th entry.,"{'query': 'Lupin', 'offset': 5}",,,,,,,
14,Netflix_v2,Search,Find Korean dramas and show the first 8 titles.,"{'query': 'Korean dramas', 'limit_titles': 8}",,,,,,,
14,Netflix_v2,Search,Search for the movie Enola Holmes in German and show 2 suggestions.,"{'query': 'Enola Holmes', 'lang': 'de', 'limit_suggestions': 2}",,,,,,,
15,NOWPayments,3.Getestimatedprice,How much bitcoin would I get for 1000 US dollars? My API key is testkey123.,"{'x-api-key': 'testkey123', 'currency_from': 'usd', 'currency_to': 'btc', 'amount': 1000}",,,,,,,
15,NOWPayments,3.Getestimatedprice,"If I want to convert 500 euros to ethereum, what is the estimated amount? Use API key: myapikey456.","{'x-api-key': 'myapikey456', 'currency_from': 'eur', 'currency_to': 'eth', 'amount': 500}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Estimate the price in dogecoin for 200 New Zealand dollars. API key: key789.,"{'x-api-key': 'key789', 'currency_from': 'nzd', 'currency_to': 'doge', 'amount': 200}",,,,,,,
15,NOWPayments,3.Getestimatedprice,What is the approximate amount of litecoin I can get for 1500 Brazilian reals? My API key is abcdefg.,"{'x-api-key': 'abcdefg', 'currency_from': 'brl', 'currency_to': 'ltc', 'amount': 1500}",,,,,,,
15,NOWPayments,3.Getestimatedprice,How much USDT will I receive for 250 British pounds? Use API key: testkey321.,"{'x-api-key': 'testkey321', 'currency_from': 'gbp', 'currency_to': 'usdt', 'amount': 250}",,,,,,,
15,NOWPayments,3.Getestimatedprice,"With API key xyz123, calculate the estimated price in bitcoin for 3000 euros.","{'x-api-key': 'xyz123', 'currency_from': 'eur', 'currency_to': 'btc', 'amount': 3000}",,,,,,,
15,NOWPayments,3.Getestimatedprice,I want to know how much BNB I can get for 100 USD. My API key is apikey999.,"{'x-api-key': 'apikey999', 'currency_from': 'usd', 'currency_to': 'bnb', 'amount': 100}",,,,,,,
15,NOWPayments,3.Getestimatedprice,"Using API key: keykeykey, estimate the amount of XRP for 4000 NZD.","{'x-api-key': 'keykeykey', 'currency_from': 'nzd', 'currency_to': 'xrp', 'amount': 4000}",,,,,,,
15,NOWPayments,3.Getestimatedprice,"For 50 GBP, how much ADA can I get? My API key is adaapi123.","{'x-api-key': 'adaapi123', 'currency_from': 'gbp', 'currency_to': 'ada', 'amount': 50}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Please estimate the amount of ETH I would receive for 600 BRL. API key: ethkey456.,"{'x-api-key': 'ethkey456', 'currency_from': 'brl', 'currency_to': 'eth', 'amount': 600}",,,,,,,
16,OTT details,Advanced Search,Show me the highest rated action movies released between 2000 and 2010 in English.,"{'sort': 'highestrated', 'genre': 'action', 'language': 'english', 'start_year': 2000, 'end_year': 2010}",,,,,,,
16,OTT details,Advanced Search,Find me comedy shows in Hindi with IMDb ratings between 7 and 8 released after 2015.,"{'type': 'show', 'genre': 'comedy', 'language': 'hindi', 'min_imdb': 7, 'max_imdb': 8, 'start_year': 2015}",,,,,,,
16,OTT details,Advanced Search,List the latest horror movies in Spanish.,"{'sort': 'latest', 'genre': 'horror', 'language': 'spanish', 'type': 'movie'}",,,,,,,
16,OTT details,Advanced Search,Give me the oldest romance movies available in French.,"{'sort': 'oldest', 'genre': 'romance', 'language': 'french', 'type': 'movie'}",,,,,,,
16,OTT details,Advanced Search,What are some sci-fi and thriller movies from 1995 to 2005 with IMDb ratings above 7.5?,"{'genre': 'sci-fi,thriller', 'min_imdb': 7.5, 'start_year': 1995, 'end_year': 2005, 'type': 'movie'}",,,,,,,
