index,API name,API method name,utterance,parameters,REQUIRED PARAMETERS,VALUES,FORMAT,ID,TECHNICAL,INTER-DEPENDENCY,SEMANTIC RELEVANT
5,Dezgo,/text2image,"Please make a digital painting of a medieval knight in shining armor standing in a lush green forest, and use 50 steps for extra detail.","{'prompt': 'a medieval knight in shining armor standing in a lush green forest, digital painting', 'steps': 50}",,,,,,,
5,Dezgo,/text2image,"I want a cartoon-style image of a cat astronaut floating in space, with a guidance value of 12 for a closer match to the description.","{'prompt': 'a cartoon-style cat astronaut floating in space, playful, colorful', 'guidance': 12}",,,,,,,
5,Dezgo,/text2image,"Could you generate a 512x512 pixel image of a delicious pepperoni pizza on a wooden table, using the 'realistic_vision_1_3' model?","{'prompt': 'a delicious pepperoni pizza on a wooden table, appetizing, realistic', 'width': 512, 'height': 512, 'model': 'realistic_vision_1_3'}",,,,,,,
5,Dezgo,/text2image,"Give me a fantasy landscape with floating islands and waterfalls, and upscale the image by a factor of 2.","{'prompt': 'a fantasy landscape with floating islands and waterfalls, vibrant colors, epic scale', 'upscale': 2}",,,,,,,
5,Dezgo,/text2image,"I'd like to see a low-poly 3D render of a red sports car parked in front of a modern glass building, using the 'lowpoly_world' model.","{'prompt': 'a low-poly 3D render of a red sports car parked in front of a modern glass building', 'model': 'lowpoly_world'}",,,,,,,
5,Dezgo,/text2image,"Can you make an image of a group of friends having a picnic in Central Park during spring, with the sampler set to 'dpm'?","{'prompt': 'a group of friends having a picnic in Central Park during spring, cheerful, sunny day', 'sampler': 'dpm'}",,,,,,,
6,EveryEarthquake,Earthquakes,"Show me the 50 most recent earthquakes with a magnitude of at least 5 near Tokyo, Japan, within a 200 kilometer radius.","{'latitude': '35.6895', 'longitude': '139.6917', 'radius': '200', 'units': 'kilometers', 'magnitude': '5', 'count': '50'}",,,,,,,
6,EveryEarthquake,Earthquakes,"Can you list all quarry blasts that happened within 100 miles of Denver, Colorado?","{'latitude': '39.7392', 'longitude': '-104.9903', 'radius': '100', 'units': 'miles', 'type': 'quarry blast'}",,,,,,,
6,EveryEarthquake,Earthquakes,I want to see the 10 most recent earthquakes in the San Francisco Bay Area with an intensity of at least 4.,"{'latitude': '37.7749', 'longitude': '-122.4194', 'radius': '50', 'units': 'miles', 'intensity': '4', 'count': '10'}",,,,,,,
6,EveryEarthquake,Earthquakes,"Give me a list of all explosions recorded within 300 kilometers of Berlin, Germany.","{'latitude': '52.5200', 'longitude': '13.4050', 'radius': '300', 'units': 'kilometers', 'type': 'explosion'}",,,,,,,
6,EveryEarthquake,Earthquakes,Fetch the 100 most recent earthquakes worldwide.,{},,,,,,,
6,EveryEarthquake,Earthquakes,"Are there any earthquakes with a magnitude above 6 that occurred within 500 miles of Santiago, Chile?","{'latitude': '-33.4489', 'longitude': '-70.6693', 'radius': '500', 'units': 'miles', 'magnitude': '6'}",,,,,,,
6,EveryEarthquake,Earthquakes,"List the 20 most recent seismic events near Anchorage, Alaska, regardless of type, within a 150 mile radius.","{'latitude': '61.2181', 'longitude': '-149.9003', 'radius': '150', 'units': 'miles', 'count': '20', 'type': ''}",,,,,,,
6,EveryEarthquake,Earthquakes,"Could you provide all earthquakes with an intensity of at least 3 that happened within 75 kilometers of Naples, Italy?","{'latitude': '40.8518', 'longitude': '14.2681', 'radius': '75', 'units': 'kilometers', 'intensity': '3'}",,,,,,,
6,EveryEarthquake,Earthquakes,"Show me the 5 most recent earthquakes near Wellington, New Zealand, with a magnitude of at least 4.5.","{'latitude': '-41.2865', 'longitude': '174.7762', 'radius': '100', 'units': 'kilometers', 'magnitude': '4.5', 'count': '5'}",,,,,,,
6,EveryEarthquake,Earthquakes,"Retrieve all seismic events, including explosions and quarry blasts, within 250 miles of Istanbul, Turkey.","{'latitude': '41.0082', 'longitude': '28.9784', 'radius': '250', 'units': 'miles', 'type': ''}",,,,,,,
7,Flightera Flight Data,airlineStatistics,Can you show me today's performance statistics for Delta Air Lines using their IATA code?,{'iata': 'DL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,I'd like to know how Lufthansa is doing today; use their ICAO code to get the stats.,{'icao': 'DLH'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Give me the current on-time performance data for American Airlines by searching with their ident.,{'ident': 'AAL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Pull up today's detailed statistics for Emirates using the IATA code EK.,{'iata': 'EK'},,,,,,,
7,Flightera Flight Data,airlineStatistics,What are the latest operational stats for British Airways? Please use their ICAO code.,{'icao': 'BAW'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Fetch the current day's flight statistics for Air France by providing their ident.,{'ident': 'AFR'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Show me how Japan Airlines is performing today; use their IATA code JAL.,{'iata': 'JL'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Could you retrieve today's statistics for Qantas using their ICAO code QFA?,{'icao': 'QFA'},,,,,,,
7,Flightera Flight Data,airlineStatistics,I want to see the on-time performance for Turkish Airlines; please use their ident.,{'ident': 'THY'},,,,,,,
7,Flightera Flight Data,airlineStatistics,Get me the latest airline statistics for Singapore Airlines by entering their IATA code SQ.,{'iata': 'SQ'},,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Can you tell me how many departing flights were delayed at JFK Airport on March 15, 2024?","{'isDeparture': True, 'dt': '2024-03-15', 'ident': 'JFK'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Show me the arrival delay statistics for Heathrow Airport for April 2, 2024.","{'isDeparture': False, 'dt': '2024-04-02', 'ident': 'LHR'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,I want to know the departure delays at Los Angeles International on New Year's Day 2024.,"{'isDeparture': True, 'dt': '2024-01-01', 'ident': 'LAX'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Give me the daily statistics for arriving flights at Frankfurt Airport on December 24, 2023.","{'isDeparture': False, 'dt': '2023-12-24', 'ident': 'FRA'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"How did departures perform at Singapore Changi on May 10, 2024 in terms of delays?","{'isDeparture': True, 'dt': '2024-05-10', 'ident': 'SIN'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Check the arrival delay data for Tokyo Haneda on February 28, 2024.","{'isDeparture': False, 'dt': '2024-02-28', 'ident': 'HND'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Let me know the statistics for delayed departures at Charles de Gaulle on July 14, 2024.","{'isDeparture': True, 'dt': '2024-07-14', 'ident': 'CDG'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Were there many delayed arrivals at Sydney Airport on September 1, 2023?","{'isDeparture': False, 'dt': '2023-09-01', 'ident': 'SYD'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Find out the departure delay statistics for Dubai International on November 5, 2023.","{'isDeparture': True, 'dt': '2023-11-05', 'ident': 'DXB'}",,,,,,,
8,Flightera Flight Data,airportDelayDailyStatistics,"Please provide the daily arrival delay report for Toronto Pearson on August 20, 2024.","{'isDeparture': False, 'dt': '2024-08-20', 'ident': 'YYZ'}",,,,,,,
9,Foreca Weather,Daily,Can you show me the 5-day weather forecast for Paris in Celsius?,"{'location': 'Paris', 'periods': 5, 'tempunit': 'C'}",,,,,,,
9,Foreca Weather,Daily,"I want to know the daily weather for Tokyo for the next week, but give me the temperatures in Fahrenheit.","{'location': 'Tokyo', 'periods': 7, 'tempunit': 'F'}",,,,,,,
9,Foreca Weather,Daily,"Tell me what the weather will be like in Cape Town for the next 3 days, and use kilometers per hour for wind speed.","{'location': 'Cape Town', 'periods': 3, 'windunit': 'KMH'}",,,,,,,
9,Foreca Weather,Daily,Give me the full daily forecast for Sydney for the next 8 days.,"{'location': 'Sydney', 'periods': 8, 'dataset': 'full'}",,,,,,,
9,Foreca Weather,Daily,How will the weather look in Denver at an altitude of 1600 meters for the next 4 days?,"{'location': 'Denver', 'alt': 1600, 'periods': 4}",,,,,,,
9,Foreca Weather,Daily,"List the daily weather predictions for Rome for the next 6 days, and make sure the wind speed is in miles per hour.","{'location': 'Rome', 'periods': 6, 'windunit': 'MPH'}",,,,,,,
9,Foreca Weather,Daily,Could you provide the daily weather outlook for Mumbai for the next 10 days?,"{'location': 'Mumbai', 'periods': 10}",,,,,,,
9,Foreca Weather,Daily,"Show me the daily forecast for Vancouver for the next 12 days, using Celsius and meters per second for wind.","{'location': 'Vancouver', 'periods': 12, 'tempunit': 'C', 'windunit': 'MS'}",,,,,,,
9,Foreca Weather,Daily,"I need the daily weather for Zurich for the next 2 days, but only the basic dataset.","{'location': 'Zurich', 'periods': 2, 'dataset': 'basic'}",,,,,,,
9,Foreca Weather,Daily,"What’s the 7-day weather forecast for Buenos Aires, with temperatures in Celsius and wind speed in kilometers per hour?","{'location': 'Buenos Aires', 'periods': 7, 'tempunit': 'C', 'windunit': 'KMH'}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Can you send a WhatsApp message to 919812345678 saying 'Your order #12345 has been shipped and will arrive tomorrow'?,"{'your_number': '919812345678', 'your_message': 'Your order #12345 has been shipped and will arrive tomorrow', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Let my friend Priya know on WhatsApp at 919876543210 that the movie night is postponed to Saturday.,"{'your_number': '919876543210', 'your_message': 'The movie night is postponed to Saturday', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Remind my client at 919834567890 via WhatsApp: 'Your appointment with Dr. Mehra is scheduled for 4 PM today.',"{'your_number': '919834567890', 'your_message': 'Your appointment with Dr. Mehra is scheduled for 4 PM today.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Please notify 919845612378 on WhatsApp with the message: 'Congratulations! You have won the lucky draw for June.',"{'your_number': '919845612378', 'your_message': 'Congratulations! You have won the lucky draw for June.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a WhatsApp alert to 919812398765: 'Your electricity bill for May is due on the 10th.',"{'your_number': '919812398765', 'your_message': 'Your electricity bill for May is due on the 10th.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Could you inform 919823456789 on WhatsApp that the team meeting will start at 11 AM instead of 10 AM?,"{'your_number': '919823456789', 'your_message': 'The team meeting will start at 11 AM instead of 10 AM.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,"Let 919876512340 know through WhatsApp: 'Happy Birthday, Rohan! Wishing you a fantastic year ahead.'","{'your_number': '919876512340', 'your_message': 'Happy Birthday, Rohan! Wishing you a fantastic year ahead.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Send a WhatsApp message to 919800123456: 'Your cab has arrived and is waiting at the main gate.',"{'your_number': '919800123456', 'your_message': 'Your cab has arrived and is waiting at the main gate.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Can you notify 919812300987 on WhatsApp: 'Your package from Amazon will be delivered today between 2-5 PM.'?,"{'your_number': '919812300987', 'your_message': 'Your package from Amazon will be delivered today between 2-5 PM.', 'id': 45}",,,,,,,
10,GetItSMS WhatsApp APIs,GetIT SMS WHATSAPP API,Please send a WhatsApp message to 919876543219: 'Your OTP for login is 482913. Do not share it with anyone.',"{'your_number': '919876543219', 'your_message': 'Your OTP for login is 482913. Do not share it with anyone.', 'id': 45}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Can you show me the available rooms for two adults and a 5-year-old at the Atlantis The Palm in Dubai from July 10th to July 13th?,"{'adults_number': 2, 'checkin_date': '2024-07-10', 'checkout_date': '2024-07-13', 'children_ages': '5', 'hotel_id': 1105156, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"I want to see what rooms are open for three adults at the Burj Al Arab for a weekend stay, checking in on August 2nd and out on August 4th.","{'adults_number': 3, 'checkin_date': '2024-08-02', 'checkout_date': '2024-08-04', 'hotel_id': 1105157, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),"Find me family room options at the Jumeirah Beach Hotel for two adults and two kids aged 7 and 10, arriving December 20th and leaving December 27th.","{'adults_number': 2, 'checkin_date': '2024-12-20', 'checkout_date': '2024-12-27', 'children_ages': '7,10', 'hotel_id': 1105158, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Are there any rooms available for a solo traveler at the Address Downtown from September 15th to September 18th?,"{'adults_number': 1, 'checkin_date': '2024-09-15', 'checkout_date': '2024-09-18', 'hotel_id': 1105159, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),List the available suites for two adults at the Rixos Premium Dubai for the dates October 5th to October 10th.,"{'adults_number': 2, 'checkin_date': '2024-10-05', 'checkout_date': '2024-10-10', 'hotel_id': 1105160, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Could you check what rooms are open for a couple with a 2-year-old and a 6-year-old at the Fairmont The Palm from March 1st to March 5th?,"{'adults_number': 2, 'checkin_date': '2025-03-01', 'checkout_date': '2025-03-05', 'children_ages': '2,6', 'hotel_id': 1105161, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Show me the room options for four adults at the Grand Hyatt Dubai for a business trip from November 12th to November 15th.,"{'adults_number': 4, 'checkin_date': '2024-11-12', 'checkout_date': '2024-11-15', 'hotel_id': 1105162, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),I need to know what rooms are available for a single adult with a 3-year-old at the Sofitel Dubai Jumeirah Beach from May 8th to May 12th.,"{'adults_number': 1, 'checkin_date': '2024-05-08', 'checkout_date': '2024-05-12', 'children_ages': '3', 'hotel_id': 1105163, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Can you find available rooms for two adults at the Waldorf Astoria Dubai Palm Jumeirah for a romantic getaway from February 14th to February 17th?,"{'adults_number': 2, 'checkin_date': '2025-02-14', 'checkout_date': '2025-02-17', 'hotel_id': 1105164, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
11,Hotels com Provider,Hotel Rooms (offers),Please check the available rooms for a family of two adults and a 9-year-old at the Kempinski Hotel Mall of the Emirates from April 3rd to April 7th.,"{'adults_number': 2, 'checkin_date': '2025-04-03', 'checkout_date': '2025-04-07', 'children_ages': '9', 'hotel_id': 1105165, 'domain': 'AE', 'locale': 'en_GB'}",,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Can you show me all the kanji characters that Japanese second graders learn?,{'grade': '2'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,List the kanji taught in grade 5 in Japanese schools.,{'grade': '5'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,I want to practice the kanji that are introduced in the first grade curriculum.,{'grade': '1'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Give me the set of kanji for grade 3 students.,{'grade': '3'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Which kanji are part of the grade 6 syllabus?,{'grade': '6'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Find all kanji characters that are typically learned in grade 4.,{'grade': '4'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,I’m interested in reviewing the kanji assigned to grade 7.,{'grade': '7'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Show me the kanji list for grade 8.,{'grade': '8'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Could you provide the kanji that Japanese students study in grade 9?,{'grade': '9'},,,,,,,
12,Learn to read and write Japanese kanji,Kanji grade level,Tell me which kanji are included in the grade 10 curriculum.,{'grade': '10'},,,,,,,
13,Movie Database Alternative,By Search,Can you find all movies starring the word 'Batman' that were released in 2008?,"{'s': 'Batman', 'y': '2008'}",,,,,,,
13,Movie Database Alternative,By Search,Show me a list of comedy films with the word 'Vacation' in the title.,"{'s': 'Vacation', 'type': 'movie'}",,,,,,,
13,Movie Database Alternative,By Search,I want to see the first page of search results for 'Harry Potter' movies.,"{'s': 'Harry Potter', 'page': '1', 'type': 'movie'}",,,,,,,
13,Movie Database Alternative,By Search,What TV series have 'Star Trek' in their title?,"{'s': 'Star Trek', 'type': 'series'}",,,,,,,
13,Movie Database Alternative,By Search,List all films with 'Jurassic' in the title that came out in 1993.,"{'s': 'Jurassic', 'y': '1993', 'type': 'movie'}",,,,,,,
13,Movie Database Alternative,By Search,Could you pull up the second page of search results for 'Spider-Man'?,"{'s': 'Spider-Man', 'page': '2'}",,,,,,,
13,Movie Database Alternative,By Search,Find documentaries with 'Nature' in the title.,"{'s': 'Nature', 'type': 'movie'}",,,,,,,
13,Movie Database Alternative,By Search,Are there any movies called 'Inception' released in 2010?,"{'s': 'Inception', 'y': '2010'}",,,,,,,
13,Movie Database Alternative,By Search,Give me a list of all miniseries with 'War' in the title.,"{'s': 'War', 'type': 'series'}",,,,,,,
13,Movie Database Alternative,By Search,Show the search results for 'Frozen' animated movies.,"{'s': 'Frozen', 'type': 'movie'}",,,,,,,
14,Netflix_v2,Search,Can you find me some documentaries about climate change on Netflix?,"{'query': 'climate change', 'lang': 'en'}",,,,,,,
14,Netflix_v2,Search,Show me the top 5 Korean dramas available to stream.,"{'query': 'Korean drama', 'lang': 'en', 'limit_titles': 5}",,,,,,,
14,Netflix_v2,Search,I'm looking for movies starring Leonardo DiCaprio; what are my options?,"{'query': 'Leonardo DiCaprio', 'lang': 'en'}",,,,,,,
14,Netflix_v2,Search,List the latest animated films for kids on Netflix.,"{'query': 'animated kids', 'lang': 'en'}",,,,,,,
14,Netflix_v2,Search,Could you suggest some Spanish-language thrillers?,"{'query': 'Spanish thriller', 'lang': 'en'}",,,,,,,
14,Netflix_v2,Search,Find me romantic comedies released in 2023.,"{'query': 'romantic comedy 2023', 'lang': 'en'}",,,,,,,
14,Netflix_v2,Search,I want to see all the Marvel movies currently on Netflix.,"{'query': 'Marvel', 'lang': 'en'}",,,,,,,
14,Netflix_v2,Search,Give me 10 suggestions for horror series to binge-watch.,"{'query': 'horror series', 'lang': 'en', 'limit_titles': 10}",,,,,,,
14,Netflix_v2,Search,What are some popular stand-up comedy specials featuring women?,"{'query': 'stand-up comedy women', 'lang': 'en'}",,,,,,,
14,Netflix_v2,Search,Show me the next 5 results for science fiction movies after the first 10.,"{'query': 'science fiction', 'lang': 'en', 'limit_titles': 5, 'offset': 10}",,,,,,,
15,NOWPayments,3.Getestimatedprice,How much Bitcoin would I need to pay for a $250 concert ticket?,"{'currency_from': 'usd', 'amount': 250, 'currency_to': 'btc'}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Tell me the equivalent in Ethereum if I want to buy a laptop for 1200 euros.,"{'currency_from': 'eur', 'amount': 1200, 'currency_to': 'eth'}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Calculate the amount of Litecoin required to cover a 500 New Zealand dollar hotel bill.,"{'currency_from': 'nzd', 'amount': 500, 'currency_to': 'ltc'}",,,,,,,
15,NOWPayments,3.Getestimatedprice,"If I want to donate 1000 Brazilian real to a charity, how much Dogecoin would that be?","{'currency_from': 'brl', 'amount': 1000, 'currency_to': 'doge'}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Show me how many Bitcoin Cash I need for a 75 pound subscription service.,"{'currency_from': 'gbp', 'amount': 75, 'currency_to': 'bch'}",,,,,,,
15,NOWPayments,3.Getestimatedprice,I want to pay for a $60 video game using Dash; what's the estimated amount?,"{'currency_from': 'usd', 'amount': 60, 'currency_to': 'dash'}",,,,,,,
15,NOWPayments,3.Getestimatedprice,How much Monero would I need to purchase a 300 euro train ticket?,"{'currency_from': 'eur', 'amount': 300, 'currency_to': 'xmr'}",,,,,,,
15,NOWPayments,3.Getestimatedprice,Give me the amount of Ripple required for a 2000 New Zealand dollar tuition payment.,"{'currency_from': 'nzd', 'amount': 2000, 'currency_to': 'xrp'}",,,,,,,
